Vehicle Type,Make,Model,Year,Price,Milleage,District,published date,Vehicle URL
Car,Mercedes-Benz,E300,2013,"Rs. 14,500,000",78000,Piliyandala,Mar 25,https://riyasewana.com/buy/mercedes-benz-e300-sale-piliyandala-11391173
Car,Ford,Ranger,2017,Negotiable,110000,Colombo,Mar 20,https://riyasewana.com/buy/ford-ranger-sale-colombo-11368027
Car,Kia,Sorento,2012,"Rs. 9,700,000",123000,Kalutara,Mar 26,https://riyasewana.com/buy/kia-sorento-sale-kalutara-11395057
Car,Mitsubishi,Montero,2013,"Rs. 24,000,000",172000,Wattala,Yesterday,https://riyasewana.com/buy/mitsubishi-montero-sale-wattala-11400787
Car,Bajaj,CT-100,2005,"Rs. 250,000",6600,Minuwangoda,Just now,https://riyasewana.com/buy/bajaj-ct-100-sale-minuwangoda-11408471
Car,Honda,Dio,2018,"Rs. 550,000",87000,Colombo,Just now,https://riyasewana.com/buy/honda-dio-sale-colombo-11408470
Car,Toyota,Vitz,2018,"Rs. 8,150,000",74000,Moratuwa,1m ago,https://riyasewana.com/buy/toyota-vitz-sale-moratuwa-11408469
Car,Mitsubishi,L200 Single Cab,2008,Negotiable,60000,Gampaha,1m ago,https://riyasewana.com/buy/mitsubishi-l200-single-sale-gampaha-11408468
Car,Suzuki,Alto,2015,Negotiable,77000,Horana,1m ago,https://riyasewana.com/buy/suzuki-alto-sale-horana-11408467
Car,Mitsubishi,Montero V6,2003,"Rs. 11,500,000",185000,Veyangoda,1m ago,https://riyasewana.com/buy/mitsubishi-montero-v6-sale-veyangoda-11408466
Car,Toyota,Vista Cv40,1996,"Rs. 2,800,000",125000,Hanwella,1m ago,https://riyasewana.com/buy/toyota-vista-cv40-sale-hanwella-11408465
Car,Honda,Grace Ex Safety Limited,2017,Negotiable,61520,Dehiwala-Mt,2m ago,https://riyasewana.com/buy/honda-grace-ex-sale-dehiwala-mount-lavinia-11408464
Car,Honda,Grace,2016,"Rs. 9,650,000",120000,Colombo,2m ago,https://riyasewana.com/buy/honda-grace-sale-colombo-11408463
Car,Toyota,Coaster,2025,"Rs. 24,500,000",275,Dehiwala-Mt,2m ago,https://riyasewana.com/buy/toyota-coaster-sale-dehiwala-mount-lavinia-11408462
Car,Mazda,BG3P,1993,"Rs. 1,895,000",198533,Homagama,3m ago,https://riyasewana.com/buy/mazda-bg3p-sale-homagama-11408461
Car,Bajaj,2 Stroke,1998,"Rs. 435,000",4578,Matale,5m ago,https://riyasewana.com/buy/bajaj-2-stroke-sale-matale-11408460
Car,Toyota,Yaris,2012,"Rs. 6,700,000",157000,Battaramulla,5m ago,https://riyasewana.com/buy/toyota-yaris-sale-battaramulla-11408459
Car,Mazda,Carol Alto,2015,"Rs. 4,875,000",92000,Ja-Ela,5m ago,https://riyasewana.com/buy/mazda-carol-alto-sale-ja-ela-11408458
Car,Bajaj,Pulsar 135,2015,"Rs. 345,000",49000,Divulapitiya,7m ago,https://riyasewana.com/buy/bajaj-pulsar-135-sale-divulapitiya-11408457
Car,Mitsubishi,ASP Model,1989,"Rs. 1,650,000",1,Anuradapura,7m ago,https://riyasewana.com/buy/mitsubishi-asp-model-sale-anuradapura-11408455
