Unnamed: 0,Vehicle Type,Make,Model,Year,Price,Milleage,District,published date,Vehicle URL,Condition
26351,SUV,Mitsubishi,Eclipse Cross,2024.0,21500000.0,2900.0,Dehiwala-Mount-Lavinia,1/11/2026,https://riyasewana.com/buy/mitsubishi-eclipse-cross-sale-dehiwala-mount-lavinia-11031148,Brand New
26358,SUV,Toyota,CHR GT Nero Safety Plus 3,2024.0,16795000.0,15000.0,Colombo,1/11/2026,https://riyasewana.com/buy/toyota-chr-gt-sale-colombo-11030757,Recondition
26365,SUV,Toyota,Raize Z Hybrid 1200,2025.0,13650000.0,200.0,Chilaw,1/11/2026,https://riyasewana.com/buy/toyota-raize-z-sale-chilaw-11030146,Brand New
26367,SUV,DFSK,Glory 580,2024.0,11200000.0,29500.0,Hendala,1/11/2026,https://riyasewana.com/buy/dfsk-glory-580-sale-hendala-11029743,Recondition
26369,SUV,Toyota,Yaris Cross GR Sport,2024.0,16995000.0,8000.0,Colombo,1/11/2026,https://riyasewana.com/buy/toyota-yaris-cross-sale-colombo-11029687,Recondition
26376,SUV,Toyota,Raize,2025.0,12250000.0,2000.0,Moneragala,1/11/2026,https://riyasewana.com/buy/toyota-raize-sale-moneragala-11028533,Brand New
26388,SUV,DFSK,Glory I-Auto,2023.0,11200000.0,28593.0,Malabe,1/10/2026,https://riyasewana.com/buy/dfsk-glory-i-auto-sale-malabe-11027150,Recondition
26393,SUV,DFSK,Glory 330,2023.0,6290000.0,20500.0,Boralesgamuwa,1/10/2026,https://riyasewana.com/buy/dfsk-glory-330-sale-boralesgamuwa-11026833,Recondition
26397,SUV,Toyota,Raize,2023.0,11650000.0,11500.0,Kadawatha,1/10/2026,https://riyasewana.com/buy/toyota-raize-sale-kadawatha-11026491,Recondition
26412,SUV,Honda,Vezel Z Grade,2023.0,17200000.0,11000.0,Negombo,1/10/2026,https://riyasewana.com/buy/honda-vezel-z-sale-negombo-11025166,Recondition
26414,SUV,Nissan,Magnite,2025.0,8000000.0,1800.0,Kelaniya,1/10/2026,https://riyasewana.com/buy/nissan-magnite-sale-kelaniya-11024970,Brand New
26415,SUV,Honda,Vezel,2024.0,17850000.0,13000.0,Kesbewa,1/10/2026,https://riyasewana.com/buy/honda-vezel-sale-kesbewa-11024876,Recondition
26420,SUV,Toyota,Raize Z Grade,2024.0,13490000.0,9000.0,Kottawa,1/10/2026,https://riyasewana.com/buy/toyota-raize-z-sale-kottawa-11024074,Recondition
26430,SUV,Kia,Sonet GTX Plus,2025.0,12600000.0,1.0,Kandy,1/10/2026,https://riyasewana.com/buy/kia-sonet-gtx-sale-kandy-11022271,Brand New
26443,SUV,Toyota,Taisor Urban Cruiser V,2025.0,12200000.0,100.0,Colombo,1/9/2026,https://riyasewana.com/buy/toyota-taisor-urban-sale-colombo-11021208,Brand New
26450,SUV,Nissan,Magnite N Connecta CVT Turbo,2025.0,9650000.0,6400.0,Kiribathgoda,1/9/2026,https://riyasewana.com/buy/nissan-magnite-n-sale-kiribathgoda-11020735,Recondition
26457,SUV,Baic,X55 Ii,2025.0,15600000.0,30.0,Boralesgamuwa,1/9/2026,https://riyasewana.com/buy/baic-x55-ii-sale-boralesgamuwa-11020218,Brand New
26468,SUV,Daihatsu,Rocky Premium G 1200,2024.0,12000000.0,5260.0,Galle,1/9/2026,https://riyasewana.com/buy/daihatsu-rocky-premium-sale-galle-11019343,Recondition
26481,SUV,Daihatsu,ROCKY ESmart G Premium,2024.0,13000000.0,6000.0,Kalutara,1/9/2026,https://riyasewana.com/buy/daihatsu-rocky-esmart-sale-kalutara-11018415,Recondition
26484,SUV,Toyota,Raize Z Grade,2024.0,13900000.0,8830.0,Matara,1/9/2026,https://riyasewana.com/buy/toyota-raize-z-sale-matara-11018308,Recondition
26493,SUV,Toyota,Raize,2023.0,12950000.0,20000.0,Nugegoda,1/9/2026,https://riyasewana.com/buy/toyota-raize-sale-nugegoda-11017640,Recondition
26494,SUV,Toyota,Raize Z Grade,2025.0,13950000.0,10.0,Nugegoda,1/9/2026,https://riyasewana.com/buy/toyota-raize-z-sale-nugegoda-11017620,Brand New
26495,SUV,Honda,Vezel Z Grade,2025.0,18200000.0,200.0,Nugegoda,1/9/2026,https://riyasewana.com/buy/honda-vezel-z-sale-nugegoda-11017600,Brand New
26510,SUV,Toyota,Yaris Cross Z Grade,2023.0,16000000.0,23000.0,Kandy,1/8/2026,https://riyasewana.com/buy/toyota-yaris-cross-sale-kandy-11016249,Recondition
26516,SUV,Chery,Tiggo 4 Pro,2024.0,9800000.0,15000.0,Battaramulla,1/8/2026,https://riyasewana.com/buy/chery-tiggo-4-sale-battaramulla-11015558,Recondition
26522,SUV,Toyota,Raize Z Grade,2025.0,14100000.0,3000.0,Kelaniya,1/8/2026,https://riyasewana.com/buy/toyota-raize-z-sale-kelaniya-11014897,Brand New
26523,SUV,Honda,Vezel RV5,2024.0,15600000.0,12000.0,Piliyandala,1/8/2026,https://riyasewana.com/buy/honda-vezel-rv5-sale-piliyandala-11014895,Recondition
26527,SUV,Toyota,COROLLA CROSS Z HYBRID,2024.0,26400000.0,1600.0,Kadawatha,1/8/2026,https://riyasewana.com/buy/toyota-corolla-cross-sale-kadawatha-11014686,Brand New
26528,SUV,Toyota,RAIZE Z,2023.0,11950000.0,15000.0,Nittambuwa,1/8/2026,https://riyasewana.com/buy/toyota-raize-z-sale-nittambuwa-11014653,Recondition
26538,SUV,Suzuki,HUSTLER TOUGH WILD,2024.0,8150000.0,8300.0,Matale,1/8/2026,https://riyasewana.com/buy/suzuki-hustler-tough-sale-matale-11013553,Recondition
26551,SUV,Honda,Vezel Z,2023.0,17200000.0,12800.0,Minuwangoda,1/8/2026,https://riyasewana.com/buy/honda-vezel-z-sale-minuwangoda-11012828,Recondition
26570,SUV,BYD,Atto 3 150KW,2024.0,16000000.0,24000.0,Colombo,1/7/2026,https://riyasewana.com/buy/byd-atto-3-sale-colombo-11011408,Recondition
26587,SUV,Honda,Vezel Z Premium,2025.0,18600000.0,500.0,Negombo,1/7/2026,https://riyasewana.com/buy/honda-vezel-z-sale-negombo-11010318,Brand New
26595,SUV,Honda,Vezel Z Premium 10 Speakers,2023.0,17550000.0,31000.0,Colombo,1/7/2026,https://riyasewana.com/buy/honda-vezel-z-sale-colombo-11009996,Recondition
26596,SUV,Hyundai,Venue HX 10,2025.0,12700000.0,18.0,Ganemulla,1/7/2026,https://riyasewana.com/buy/hyundai-venue-hx-sale-ganemulla-11009929,Brand New
26611,SUV,Toyota,Raize,2024.0,13500000.0,6600.0,Horana,1/7/2026,https://riyasewana.com/buy/toyota-raize-sale-horana-11009280,Recondition
26622,SUV,Honda,CRV VTI-L,2023.0,27200000.0,10000.0,Colombo,1/7/2026,https://riyasewana.com/buy/honda-crv-vti-l-sale-colombo-11008551,Recondition
26623,SUV,DFSK,Glory I-Auto,2023.0,12500000.0,31000.0,Gampaha,1/7/2026,https://riyasewana.com/buy/dfsk-glory-i-auto-sale-gampaha-11008515,Recondition
26633,SUV,BYD,Atto 3,2025.0,15500000.0,8000.0,Kotte,1/7/2026,https://riyasewana.com/buy/byd-atto-3-sale-kotte-11007626,Recondition
26634,SUV,BYD,Atto 3 Superior,2025.0,16950000.0,7200.0,Galle,1/7/2026,https://riyasewana.com/buy/byd-atto-3-sale-galle-11007533,Recondition
26649,SUV,Toyota,Corolla Cross,2024.0,26500000.0,6000.0,Colombo,1/6/2026,https://riyasewana.com/buy/toyota-corolla-cross-sale-colombo-11006228,Recondition
26658,SUV,Toyota,Yaris Cross,2023.0,14650000.0,19000.0,Kurunegala,1/6/2026,https://riyasewana.com/buy/toyota-yaris-cross-sale-kurunegala-11005431,Recondition
26662,SUV,Toyota,Corolla Cross Z,2024.0,28500000.0,5000.0,Colombo,1/6/2026,https://riyasewana.com/buy/toyota-corolla-cross-sale-colombo-11005273,Recondition
26666,SUV,Toyota,Raize Z Grade,2023.0,12600000.0,15000.0,Wennappuwa,1/6/2026,https://riyasewana.com/buy/toyota-raize-z-sale-wennappuwa-11005106,Recondition
26687,SUV,BYD,Sealion5,2025.0,18200000.0,100.0,Colombo,1/6/2026,https://riyasewana.com/buy/byd-sealion5-sale-colombo-11003897,Brand New
26692,SUV,Toyota,Raize,2025.0,12500000.0,40.0,Ragama,1/6/2026,https://riyasewana.com/buy/toyota-raize-sale-ragama-11003344,Brand New
26701,SUV,Honda,Vezel Z Play,2025.0,19850000.0,300.0,Colombo,1/6/2026,https://riyasewana.com/buy/honda-vezel-z-sale-colombo-11002543,Brand New
26702,SUV,Toyota,Raize Hybrid,2025.0,13850000.0,100.0,Colombo,1/6/2026,https://riyasewana.com/buy/toyota-raize-hybrid-sale-colombo-11002525,Brand New
26733,SUV,Toyota,Raize,2025.0,13250000.0,540.0,Wennappuwa,1/5/2026,https://riyasewana.com/buy/toyota-raize-sale-wennappuwa-10999769,Brand New
26738,SUV,Toyota,Yaris Cross Hybrid,2024.0,17500000.0,16000.0,Colombo,1/5/2026,https://riyasewana.com/buy/toyota-yaris-cross-sale-colombo-10999079,Recondition
26743,SUV,Nissan,X-TRAIL E-POWER Limited,2024.0,25495000.0,7000.0,Colombo,1/5/2026,https://riyasewana.com/buy/nissan-x-trail-e-power-sale-colombo-10998412,Recondition
26748,SUV,Toyota,Yaris Cross Z Adventure,2024.0,16895000.0,23000.0,Colombo,1/5/2026,https://riyasewana.com/buy/toyota-yaris-cross-sale-colombo-10998041,Recondition
26764,SUV,Toyota,Raize Z,2025.0,13000000.0,350.0,Kurunegala,1/4/2026,https://riyasewana.com/buy/toyota-raize-z-sale-kurunegala-10996981,Brand New
26777,SUV,Toyota,Raize,2024.0,13200000.0,10000.0,Gampaha,1/4/2026,https://riyasewana.com/buy/toyota-raize-sale-gampaha-10996020,Recondition
26781,SUV,Nissan,Magnite,2025.0,8800000.0,6000.0,Malabe,1/4/2026,https://riyasewana.com/buy/nissan-magnite-sale-malabe-10995864,Recondition
26785,SUV,Toyota,Raize Z Grade,2024.0,13490000.0,14200.0,Ja-Ela,1/4/2026,https://riyasewana.com/buy/toyota-raize-z-sale-ja-ela-10995516,Recondition
26798,SUV,Toyota,Yaris Cross Z Premium,2024.0,16750000.0,4900.0,Wattala,1/4/2026,https://riyasewana.com/buy/toyota-yaris-cross-sale-wattala-10994270,Brand New
