Make,Model,Year,Average_Price_LKR,Average_Mileage_km,Listings_Count,Predicted_Next_Week_LKR,Predicted_Next_Month_LKR
KIA,CARNIVAL,2000,2850000,167565,1,2679930,2679930
KIA,CARNIVAL,2001,3750000,79500,2,3570720,3570720
KIA,CERATO,2004,3860000,260742,1,4151518,4151518
KIA,CERATO,2009,5850000,180000,1,6404242,6404242
KIA,CERATO,2010,5890000,180000,1,6404242,6404242
KIA,CERATO,2011,6216667,168000,3,6404242,6404242
KIA,CERATO,2012,5945000,194500,2,6636754,6636754
KIA,CLARUS,1999,1600000,150000,1,1773993,1773993
KIA,GRAND,2015,19000000,127500,2,15352145,15352145
KIA,KIA,1998,1375000,25000,1,1856250,1996338
KIA,KIA,2012,14450000,136500,2,14792916,15024633
KIA,KIA,2015,11000000,170000,1,15024633,15024633
KIA,MENTOR,2000,1850000,32560,2,1741169,1741169
KIA,OPTIMA,2001,2750000,110400,1,2726550,2726550
KIA,OPTIMA,2009,5000000,240000,1,5470126,5670954
KIA,OPTIMA,2012,9250000,133500,2,8056443,8056443
KIA,OPTIMA,2013,9850000,115000,1,8056443,8056443
KIA,OPTIMA,2015,12800000,80000,1,14743448,14743448
KIA,PICANTO,2005,3250000,168480,2,2964415,3309969
KIA,PICANTO,2011,5100000,139000,1,5551499,5755314
KIA,PICANTO,2016,5662759,89424,29,4918873,4918873
KIA,PICANTO,2017,6007778,74638,9,6636754,6636754
KIA,PICANTO,2018,5975000,59000,1,6575352,6575352
KIA,PICANTO-MINT,2016,5550000,65000,1,5661661,5661661
KIA,PRIDE,1999,1750000,75000,1,1712607,1712607
KIA,RIO,1997,2475000,1500,1,2103750,1712607
KIA,RIO,2000,2058750,161550,4,1803578,1803578
KIA,RIO,2001,2239286,100974,7,1741169,1741169
KIA,RIO,2002,1978750,150875,8,1803578,1803578
KIA,RIO,2003,2602778,133787,9,2943990,3008751
KIA,RIO,2004,2550000,132500,2,2509075,2509075
KIA,RIO,2005,2675000,170000,1,2021570,2021570
KIA,RIO,2011,5575000,134000,1,5335723,5335723
KIA,RIO,2015,7666667,116600,3,6789229,6789229
KIA,RIO,2022,2550000,150000,1,1886114,1886114
KIA,SELTOS,2020,16200000,38000,1,15025775,15025775
KIA,SELTOS,2021,13700000,39000,1,15210110,15210110
KIA,SEPHIA,1998,1525000,137500,2,1773993,1773993
KIA,SEPHIA,2002,2475000,148740,2,1803578,1803578
KIA,SONET,2025,12793750,1346,8,14991769,14991769
KIA,SONET,2026,12500000,12,1,14991769,14991769
KIA,SORENTO,2002,3300000,162728,1,3887220,3887220
KIA,SORENTO,2003,4500000,210000,1,4966637,4966637
KIA,SORENTO,2004,5308333,143000,3,5694369,5694369
KIA,SORENTO,2005,5500000,89500,1,5732341,5732341
KIA,SORENTO,2006,5212500,172500,2,5605406,5937875
KIA,SORENTO,2007,6500000,183000,1,7059373,7059373
KIA,SORENTO,2008,6525000,220000,1,7059373,7059373
KIA,SORENTO,2009,8900000,150000,1,8269317,8269317
KIA,SORENTO,2010,9350000,172250,4,8269317,8269317
KIA,SORENTO,2011,9487097,143389,31,8269317,8269317
KIA,SORENTO,2012,10957174,162724,46,10734943,10903095
KIA,SORENTO,2013,13500000,150000,4,15352145,15352145
KIA,SORENTO,2014,13231250,148164,12,15352145,15352145
KIA,SORENTO,2015,19571875,134202,8,15352145,15352145
KIA,SORENTO,2016,19275000,115000,1,15352145,15352145
KIA,SORENTO,2017,22850000,94250,4,15352145,15352145
KIA,SOUL,2011,6000000,116000,1,6542022,6542022
KIA,SOUL,2012,6900000,105000,1,7184717,7184717
KIA,SPECTRA,2000,2575000,89900,1,1741169,1741169
KIA,SPECTRA,2001,6493000,146839,5,11737303,12922588
KIA,SPECTRA,2004,2775000,167018,2,2586919,2586919
KIA,SPECTRA,2006,2700000,188564,1,2021570,2021570
KIA,SPECTRA,2011,1800000,240000,1,1886114,1886114
KIA,SPORTAGE,1998,600000,133969,1,840000,1367147
KIA,SPORTAGE,2000,2850000,220000,1,2868665,2868665
KIA,SPORTAGE,2001,3250000,130000,1,3871530,3871530
KIA,SPORTAGE,2005,4775000,212000,2,5582781,5787744
KIA,SPORTAGE,2006,5600000,198000,1,5787744,5787744
KIA,SPORTAGE,2007,4728750,183000,4,6202585,6202585
KIA,SPORTAGE,2008,6315000,181750,4,6440329,6440329
KIA,SPORTAGE,2010,8300000,171410,6,7178403,7178403
KIA,SPORTAGE,2011,8639615,144933,26,8015606,8015606
KIA,SPORTAGE,2012,9132143,154870,14,8056443,8056443
KIA,SPORTAGE,2013,9895312,142134,16,8056443,8056443
KIA,SPORTAGE,2014,10570000,123770,5,14881126,14881126
KIA,SPORTAGE,2015,10866667,162667,3,10568577,10568577
KIA,STONIC,2019,11250000,38500,2,14564769,14564769
KIA,STONIC,2020,5228571,79008,7,2096770,2096770
KIA,SYROS,2025,12370000,1552,5,9916667,7947562
KOMATSU,60,2012,3500000,5000,1,3712431,3712431
LAND-ROVER,DEFENDER,1962,4000000,283883,1,3198828,3198828
LAND-ROVER,DEFENDER,1967,7475000,275050,1,5808795,5808795
LAND-ROVER,DEFENDER,1969,7500000,150000,1,6046460,6046460
LAND-ROVER,DEFENDER,1975,4500000,300000,1,3978324,3978324
LAND-ROVER,DEFENDER,1980,8500000,50000,1,6324066,6324066
LAND-ROVER,DEFENDER,1981,15750000,95000,2,11418873,11418873
LAND-ROVER,DEFENDER,1985,14733333,119333,3,11418873,11418873
LAND-ROVER,DEFENDER,1986,18500000,68000,1,11418873,11418873
LAND-ROVER,DEFENDER,1987,10600000,172500,2,10746105,10970038
LAND-ROVER,DEFENDER,1989,12000000,170000,1,10970038,10970038
LAND-ROVER,DEFENDER,1991,16266667,126815,3,11418873,11418873
LAND-ROVER,DEFENDER,1996,24833333,117262,3,14900000,14598247
LAND-ROVER,DEFENDER,2001,22500000,99000,1,14715159,14715159
LAND-ROVER,DEFENDER,2003,17946250,47942,4,14991769,14991769
LAND-ROVER,DEFENDER,2005,26500000,121000,1,15900000,15025775
LAND-ROVER,DEFENDER,2007,5300000,150000,1,5937875,5937875
LAND-ROVER,DEFENDER,2008,25500000,53000,2,15300000,14991769
LAND-ROVER,DEFENDER,2009,29000000,25000,1,21750000,14991769
LAND-ROVER,DEFENDER,2010,18500000,140000,1,15352145,15352145
LAND-ROVER,DEFENDER,2011,26000000,120400,2,15600000,15352145
LAND-ROVER,DEFENDER,2016,22000000,97000,1,15352145,15352145
LAND-ROVER,DISCOVERY,1994,6400000,197000,1,5609298,5609298
LAND-ROVER,DISCOVERY,1995,5500000,22,1,5793696,5793696
LAND-ROVER,DISCOVERY,2001,8600000,150000,1,7925213,7925213
LAND-ROVER,DISCOVERY,2006,14275000,174500,2,15038759,15352145
LAND-ROVER,DISCOVERY,2009,14316667,152000,3,14196721,15352145
LAND-ROVER,DISCOVERY,2010,25166667,154667,3,15352145,15352145
LAND-ROVER,DISCOVERY,2011,22300000,238121,2,15352145,15352145
LAND-ROVER,DISCOVERY,2012,25333333,141000,3,15352145,15352145
LAND-ROVER,DISCOVERY,2015,24500000,41000,2,18375000,14991769
LAND-ROVER,DISCOVERY,2016,28800000,144000,1,17280000,15352145
LAND-ROVER,DISCOVERY,2020,395000,107000,1,553000,900038
LAND-ROVER,EVOQUE,2013,17500000,74000,1,15025775,15025775
LAND-ROVER,FREELANDER,1998,4750000,220000,1,5311971,5598834
LAND-ROVER,FREELANDER,1999,4633333,170362,3,4735330,4735330
LAND-ROVER,FREELANDER,2000,5716667,195809,3,6110767,6110767
LAND-ROVER,FREELANDER,2001,5262500,240000,2,5639178,5639178
LAND-ROVER,FREELANDER,2006,1475000,155000,1,2065000,2065731
LAND-ROVER,FREELANDER,2011,8545833,92352,6,4535000,2041392
LAND-ROVER,FREELANDER,2012,12200000,126667,3,14797742,14797742
LAND-ROVER,FREELANDER,2013,13500000,124000,2,14797742,14797742
LAND-ROVER,GS,2009,9000000,79000,1,7363403,7363403
LAND-ROVER,LAND,2013,28000000,193000,1,16800000,15352145
LAND-ROVER,MILITARY,1967,5850000,15267,1,5182238,4916720
LAND-ROVER,RANGE,1999,9500000,71000,1,7907277,7907277
LAND-ROVER,RANGE,2011,12958000,96800,1,15025775,15025775
LAND-ROVER,RANGE,2012,16475000,103828,2,15210110,15210110
LAND-ROVER,RANGE,2013,19533333,116333,3,15352145,15352145
LAND-ROVER,RANGE,2018,5650000,31000,1,5875890,5875890
LAND-ROVER,SERIES,1967,5750000,9500,1,5016217,4759206
LAND-ROVER,SPORT,2017,24500000,94000,1,15352145,15352145
LEXUS,CT200H,2012,8450000,170000,2,8056443,8056443
LEXUS,LBX,2024,24925000,8000,2,18693750,14715159
LEXUS,LBX,2025,27000000,232,1,22950000,18478256
LEXUS,LBX-,2024,25000000,2000,1,21250000,17109497
LEXUS,NX300H,2014,21900000,162000,2,15352145,15352145
LEXUS,RS300,2004,8750000,178000,1,8015606,8015606
LEXUS,RX,2006,2750000,89000,1,2783682,2783682
LEXUS,RX,2008,12000000,215000,1,15024633,15024633
LEXUS,RX,2011,11000000,100000,1,14705225,14705225
LEXUS,RX,2012,8990000,85000,1,7795657,7795657
LEXUS,RX300,2003,8000000,170000,1,7941447,7941447
LEXUS,RX350,2007,10900000,1,1,10478556,10478556
LEXUS,RX400H,2007,8800000,95074,1,7682059,7682059
LEXUS,RX450H,2011,16590000,111000,1,15210110,15210110
MAHINDRA,.,2011,4250000,260000,1,4584226,4584226
MAHINDRA,100,2020,5195000,49750,2,5514660,5746249
MAHINDRA,BIG,2019,4375000,80000,1,4860895,4860895
MAHINDRA,BOLERO,2003,4200000,140000,1,4332942,4332942
MAHINDRA,BOLERO,2004,3950000,125000,1,3903752,3903752
MAHINDRA,BOLERO,2006,1900000,147000,1,1970266,1970266
MAHINDRA,BOLERO,2007,2141667,250782,3,2014549,2014549
MAHINDRA,BOLERO,2008,2583750,90160,4,2856045,2856045
MAHINDRA,BOLERO,2009,2600000,900000,1,2014549,2014549
MAHINDRA,BOLERO,2010,2650000,1759,3,2252500,1933541
MAHINDRA,BOLERO,2011,2930455,72305,11,3580667,3580667
MAHINDRA,BOLERO,2012,2995357,94507,14,3765228,3765228
MAHINDRA,BOLERO,2013,3284375,102299,8,3867968,3867968
MAHINDRA,BOLERO,2014,3428500,109980,10,3730683,3730683
MAHINDRA,BOLERO,2015,3510938,105404,16,4018142,4106531
MAHINDRA,BOLERO,2016,3859231,106304,13,4106531,4106531
MAHINDRA,BOLERO,2017,3919167,96935,6,4106531,4106531
MAHINDRA,BOLERO,2018,5300000,135000,2,4749430,4558015
MAHINDRA,BOLERO,2019,4312500,98750,4,4558015,4558015
MAHINDRA,BOLERO,2020,4381250,76075,4,4760213,4760213
MAHINDRA,BOLERO,2021,3275000,275869,1,3867968,3867968
MAHINDRA,BOLERO,2023,4700000,30000,2,5253605,5474231
MAHINDRA,BOLERO,2024,5190000,6250,1,5200364,5200364
MAHINDRA,BOLERO,2025,4995000,10,1,5095426,5095426
MAHINDRA,BOLERO,2026,4995000,16,1,5095426,5095426
MAHINDRA,CAMPER,2016,5000000,255000,1,5403380,5630296
MAHINDRA,E20,2016,1950000,32000,1,1810271,1810271
MAHINDRA,E20,2018,19500000,47200,1,14625000,13213035
MAHINDRA,E20,2021,1950000,12345,1,1810271,1810271
MAHINDRA,E2O,2018,2200000,20000,1,1810271,1810271
MAHINDRA,KUV,2020,4913611,61432,18,5551499,5784636
MAHINDRA,KUV,2021,5241500,61768,20,6177446,6436869
MAHINDRA,KUV,2022,5773000,46121,10,6636754,6636754
MAHINDRA,KUV,2023,6406250,50000,4,6877191,6877191
MAHINDRA,KUV,2024,6768571,23134,7,6877191,6877191
MAHINDRA,KUV,2025,8200000,6000,1,7677933,7677933
MAHINDRA,LX,2007,3437500,212820,2,3867968,3867968
MAHINDRA,MAHINDRA,1977,1950000,50500,2,1421354,1421354
MAHINDRA,SCORPIO,2003,4250000,151728,2,4330494,4330494
MAHINDRA,SCORPIO,2008,3500000,166000,1,3890211,3890211
MAHINDRA,SCORPIO,2011,4400000,163000,2,4584226,4584226
MAHINDRA,SCORPIO,2014,5850000,130000,1,6297723,6297723
MAHINDRA,XENON,2016,3100000,95000,1,3492838,3492838
MAHINDRA,XUV,2025,12850000,4100,1,14715159,14715159
MASSEY-FERGUSON,135DL,1990,1100000,36399,1,1421354,1421354
MAZDA,2,2015,8875000,178500,1,8056443,8056443
MAZDA,2,2016,9000000,153686,1,8056443,8056443
MAZDA,3,2004,5500000,200000,1,5787744,5787744
MAZDA,3,2006,5750000,153000,1,6145200,6145200
MAZDA,3,2007,5957857,155340,7,6440329,6440329
MAZDA,3,2008,6000000,173000,1,6640320,6640320
MAZDA,3,2011,6975000,135500,1,7255707,7255707
MAZDA,3,2013,7700000,153500,2,8005977,8005977
MAZDA,3,2014,9666667,128667,3,8056443,8056443
MAZDA,3,2015,9550000,135714,7,8056443,8056443
MAZDA,3,2017,12300000,150000,1,14881126,14881126
MAZDA,3,2019,16000000,59000,1,14881126,14881126
MAZDA,323,1987,1050000,11111,1,1417500,1421354
MAZDA,323,1988,1050000,45231,1,1417500,1421354
MAZDA,323,1992,1250000,95000,1,1421354,1421354
MAZDA,323,1997,1250000,12345,1,1687500,1712607
MAZDA,323,1999,3500000,143000,1,3406095,3406095
MAZDA,323,2000,1975000,56000,1,1741169,1741169
MAZDA,6,2013,11770000,107800,5,15352145,15352145
MAZDA,6,2014,13362500,115000,2,15352145,15352145
MAZDA,6,2015,13641667,156333,3,15352145,15352145
MAZDA,6,2016,13200000,107000,1,15352145,15352145
MAZDA,AD,1999,2500000,100000,1,1712607,1712607
MAZDA,ALTO,2023,6200000,1,1,6449228,6449228
MAZDA,ASTINA,1988,2200000,725000,1,1480903,1480903
MAZDA,ASTINA,1989,3375000,194564,1,2826840,2477231
MAZDA,ASTINA,1990,2166667,152967,3,1421354,1421354
MAZDA,ASTINA,1991,2975000,170000,1,2456109,2152349
MAZDA,ASTINA,1994,1895000,200000,1,1472300,1472300
MAZDA,AXELA,2004,5365000,207933,3,5551499,5755314
MAZDA,AXELA,2005,5301667,177080,3,5551499,5755314
MAZDA,AXELA,2006,1975000,158000,1,2085021,2085021
MAZDA,AXELA,2007,5593571,169905,7,5869534,5869534
MAZDA,AXELA,2009,6357500,152000,2,5755314,5755314
MAZDA,AXELA,2012,10600000,172000,1,8180576,8011300
MAZDA,AXELA,2013,9741250,161725,4,8011300,8011300
MAZDA,AXELA,2014,7125000,135000,3,4275000,2085021
MAZDA,AXELA,2015,12475000,189000,2,14797742,14797742
MAZDA,AXELA,2017,11700000,114000,1,14797742,14797742
MAZDA,AXELA,2018,11800000,12,1,14450381,14450381
MAZDA,BDJ051,1982,1350000,285000,1,1472300,1472300
MAZDA,BF,1987,1200000,190,1,1421354,1421354
MAZDA,BG3P,1992,1750000,150000,1,1421354,1421354
MAZDA,BG5P,1992,1325000,46854,1,1421354,1421354
MAZDA,BH3P,1997,3200000,100000,1,3438836,3438836
MAZDA,BJ,2000,3450000,178000,1,3698706,3698706
MAZDA,BJ3,1999,2925000,295000,1,2608547,2608547
MAZDA,BJ3P,2002,3500000,262144,1,3720319,3720319
MAZDA,BJ5P,1998,3300000,289000,1,3680335,3680335
MAZDA,BJ5P,1999,3450000,141000,1,3635978,3635978
MAZDA,BJ5P,2001,3850000,162000,1,3901547,3901547
MAZDA,BJ5P,2002,3657500,205000,2,3972489,3972489
MAZDA,BJ5P,2003,4400000,159335,1,4604834,4604834
MAZDA,BJ5P,2006,3950000,100000,1,3967221,3967221
MAZDA,BONGO,1991,3900000,280000,1,3366486,3366486
MAZDA,BONGO,1992,3670000,188086,4,3121851,3121851
MAZDA,BONGO,1993,3910000,148243,5,3595296,3595296
MAZDA,BONGO,1994,3616667,254000,3,3366486,3366486
MAZDA,BONGO,1995,3450000,200000,1,3664545,3664545
MAZDA,BONGO,1996,4100000,300000,1,4466514,4466514
MAZDA,BONGO,1997,4233333,281891,3,5424199,5717122
MAZDA,BONGO,1998,4612000,215280,10,4018792,4018792
MAZDA,BONGO,1999,5383333,340750,3,5531848,5830584
MAZDA,BONGO,2000,5716667,247809,3,6126901,6126901
MAZDA,BONGO,2001,5700000,18,1,5734572,5734572
MAZDA,BONGO,2002,5990000,187469,5,5664228,5664228
MAZDA,BONGO,2004,5306250,224003,4,5601756,5601756
MAZDA,BONGO,2005,4450000,300000,1,4886231,4886231
MAZDA,BONGO,2006,6900000,288000,1,7167172,7167172
MAZDA,BONGO,2007,6660000,191078,10,6126901,6126901
MAZDA,BONGO,2010,8325000,205250,2,7961888,7961888
MAZDA,BONGO,2011,8575000,175000,1,7961888,7961888
MAZDA,BRAWNY,1987,2800000,300000,1,2291779,2291779
MAZDA,BRAWNY,1988,2895000,275000,1,2349154,2349154
MAZDA,BRAWNY,1989,4500000,36254,1,3975401,3975401
MAZDA,BRAWNY,1990,2650000,205000,1,1637036,1637036
MAZDA,BRAWNY,1991,3700000,197823,2,3121851,3121851
MAZDA,BRAWNY,1992,3225000,205000,3,1935000,1637036
MAZDA,BRAWNY,1995,4345833,84926,6,4942623,4689382
MAZDA,BRAWNY,1997,4950000,222222,1,5265573,5549930
MAZDA,BRAWNY,1999,6400000,392000,1,6796926,6796926
MAZDA,BRAWNY,2000,1060000,89563,1,1484000,1996774
MAZDA,BRAWNY,2006,6850000,175800,1,7057324,7057324
MAZDA,BRAWNY,2007,7025000,209132,4,7167172,7167172
MAZDA,BRAWNY,2008,6800000,159000,1,7057324,7057324
MAZDA,BRAWNY,2009,6850000,512000,1,7057324,7057324
MAZDA,BRAWNY,2010,7700000,245000,1,7868201,7868201
MAZDA,BT50,2012,8500000,1234,1,7703723,7703723
MAZDA,BUTTERFLY,1997,2600000,141672,2,1773993,1773993
MAZDA,CAPELLA,2000,1500000,168,1,1741169,1741169
MAZDA,CAROL,2004,3275000,153000,1,3874164,3874164
MAZDA,CAROL,2015,5440000,114992,2,5784636,5784636
MAZDA,CAROL,2017,5575000,43000,1,5465751,5465751
MAZDA,CAROL,2023,6390000,11000,1,6682872,6682872
MAZDA,CX,2014,12500000,180000,1,15352145,15352145
MAZDA,CX5,2013,11625000,157000,2,15352145,15352145
MAZDA,CX6,2014,12200000,124000,1,15352145,15352145
MAZDA,DA,2004,4200000,110000,1,4330494,4330494
MAZDA,DELUXE,1985,750000,66449,1,1050000,1421354
MAZDA,DEMIO,1998,3037500,92500,2,3276401,3276401
MAZDA,DEMIO,1999,3448333,145955,3,3219699,3290525
MAZDA,DEMIO,2000,3737500,113056,4,3772107,3772107
MAZDA,DEMIO,2001,2575000,178100,2,3605000,3848455
MAZDA,DEMIO,2004,3450000,165000,1,3848455,3848455
MAZDA,DEMIO,2006,3650000,130000,1,3888664,3888664
MAZDA,DEMIO,2007,4910000,155960,5,5364723,5561680
MAZDA,DEMIO,2008,5100000,158844,5,5561680,5561680
MAZDA,DEMIO,2009,5361429,150037,7,5717122,5717122
MAZDA,DEMIO,2010,5575000,102000,2,5595582,5595582
MAZDA,EBD-DG64V,2007,4250000,190,1,4428270,4428270
MAZDA,EUNOS,1995,2250000,73632,1,1668438,1668438
MAZDA,EVERY,2007,4400000,180000,1,4860895,4860895
MAZDA,FAMILIA,1980,990000,145000,1,1386000,1421354
MAZDA,FAMILIA,1982,700000,123153,1,980000,1421354
MAZDA,FAMILIA,1985,1001000,155646,5,1288000,1421354
MAZDA,FAMILIA,1986,1111111,11111,1,1421354,1421354
MAZDA,FAMILIA,1987,1635000,184201,7,1421354,1421354
MAZDA,FAMILIA,1988,1320000,1111,1,1421354,1421354
MAZDA,FAMILIA,1989,1150000,74228,2,1421354,1421354
MAZDA,FAMILIA,1990,1950000,115430,2,1421354,1421354
MAZDA,FAMILIA,1991,1800000,144476,10,1421354,1421354
MAZDA,FAMILIA,1992,1675000,177086,2,1472300,1472300
MAZDA,FAMILIA,1993,2250000,159524,1,1472300,1472300
MAZDA,FAMILIA,1994,1726250,87308,4,1421354,1421354
MAZDA,FAMILIA,1995,2320000,103250,2,1668438,1668438
MAZDA,FAMILIA,1996,2950000,150000,1,2883072,2526508
MAZDA,FAMILIA,1997,2885312,158587,8,1773993,1773993
MAZDA,FAMILIA,1999,3046667,204818,3,3352258,3425999
MAZDA,FAMILIA,2000,3398000,184431,10,3410430,3410430
MAZDA,FAMILIA,2001,3150000,159890,8,1843252,1803578
MAZDA,FAMILIA,2002,4146250,182500,4,4381484,4381484
MAZDA,FAMILIA,2003,4005000,155167,6,4330429,4330429
MAZDA,FAMILIA,2004,3756667,139403,3,3654873,3654873
MAZDA,FLAIR,2014,5500000,118000,1,5784636,5784636
MAZDA,FLAIR,2015,5831250,118250,4,5784636,5784636
MAZDA,FLAIR,2016,5900000,134500,3,6636754,6636754
MAZDA,FLAIR,2017,6120000,45798,2,6699392,6699392
MAZDA,FLAIR,2018,6450000,80000,1,6877191,6877191
MAZDA,FLAIR,2023,7530714,22004,7,8022656,8022656
MAZDA,GRN7,2016,14200000,82000,1,15352145,15352145
MAZDA,K2200,1992,4025000,125000,1,3132508,3132508
MAZDA,KR-SKF6V,2006,5800000,149999,1,6110767,6110767
MAZDA,LA,2002,3600000,169233,1,3720319,3720319
MAZDA,LION,2000,5850000,220000,1,6404242,6404242
MAZDA,LION,2001,6300000,459341,1,6842331,6842331
MAZDA,LION,2005,6100000,220000,1,6603113,6603113
MAZDA,LION,2006,6950000,156000,1,7148299,7148299
MAZDA,M-3,2016,10500000,79300,1,8306007,8134135
MAZDA,MAZDA,1993,2992500,50556,2,1795500,1518141
MAZDA,MAZDA,1994,3840000,11111,1,3104837,3104837
MAZDA,MAZDA,1995,3700000,123456,1,3421567,3421567
MAZDA,MAZDA,2007,5495000,205000,1,5598705,5598705
MAZDA,MILLENIA,1999,3350000,18000,1,3512147,3512147
MAZDA,MISTER,1995,1600000,114101,1,1668438,1668438
MAZDA,MISTER-LX,1995,1050000,128000,1,1470000,1668438
MAZDA,MR,1993,1650000,58000,1,1421354,1421354
MAZDA,MX3,1996,3600000,98000,1,3421567,3421567
MAZDA,RX-8,2007,7320000,87000,2,6863502,6863502
MAZDA,RX-8,2008,5995000,111108,1,6421256,6421256
MAZDA,RX-8,2009,8416667,64000,3,7523254,7523254
MAZDA,RX-8,2018,6600000,73000,1,6966983,6966983
MAZDA,SCRUM,1998,2150000,111,2,1977140,1977140
MAZDA,SCRUM,2002,3500000,100000,1,3797305,3797305
MAZDA,SCRUM,2016,6950000,69200,1,7184717,7184717
MAZDA,SCRUM,2023,8131667,10067,3,7660557,7660557
MAZDA,SK82,2000,5475000,221700,1,5717122,5717122
MAZDA,SKYACTIV,2014,9775000,146000,1,8134135,8134135
MAZDA,SPACIA,2024,8975000,2000,1,7703723,7703723
MAZDA,TRIBUTE,2001,4570000,145800,1,4814303,4814303
MAZDA,TRIBUTE,2003,6350000,123456,1,6616602,6616602
MAZDA,TRIBUTE,2005,5800000,118000,1,6027365,6027365
MAZDA,VANETTE,1991,2950000,185800,1,2730924,2393177
MAZDA,VANETTE,1992,3800000,100000,1,3311050,3311050
MAZDA,VANETTE,2001,5750000,300000,1,6167830,6167830
MAZDA,VANETTE,2006,5600000,1,1,5660541,5660541
MAZDA,VANETTE,2007,6550000,242500,2,6892828,6892828
MAZDA,VANETTE,2011,5750000,450000,1,6167830,6167830
MAZDA,VANETTE,2019,8550000,68000,2,8011300,8011300
MERCEDES-BENZ,-GLA,2015,1495000,120000,1,1886114,1886114
MERCEDES-BENZ,115,1978,350000,5600,1,472500,727744
MERCEDES-BENZ,116,2017,23000000,190000,1,15352145,15352145
MERCEDES-BENZ,180,2016,20500000,65500,1,15025775,15025775
MERCEDES-BENZ,250D,1990,2500000,78000,1,1500000,1421354
MERCEDES-BENZ,A180,2024,26500000,9500,1,19875000,14402497
MERCEDES-BENZ,A200,2019,22750000,13000,1,17062500,14991769
MERCEDES-BENZ,A250E,2022,28990000,11000,1,21742500,14991769
MERCEDES-BENZ,A250E,2023,29950000,7500,1,22462500,15429970
MERCEDES-BENZ,AMG,2014,14000000,76200,1,15025775,15025775
MERCEDES-BENZ,AMG,2020,29000000,51000,1,17400000,15352145
MERCEDES-BENZ,AVENGUARD,2010,14600000,109000,1,15025775,15025775
MERCEDES-BENZ,B250E,2015,9500000,84000,2,8106935,7981906
MERCEDES-BENZ,BLUETEC,2015,18000000,133500,1,15352145,15352145
MERCEDES-BENZ,C-180,2019,28000000,47000,1,21000000,15025775
MERCEDES-BENZ,C-200,2019,28900000,34000,1,21675000,15025775
MERCEDES-BENZ,C-320,2000,7000000,158000,1,6977026,6977026
MERCEDES-BENZ,C160,2017,18833333,60833,3,15025775,15025775
MERCEDES-BENZ,C160,2018,20500000,38000,1,15375000,14402497
MERCEDES-BENZ,C180,2003,8690000,200250,1,8269317,8269317
MERCEDES-BENZ,C180,2004,8500000,112000,1,7925213,7925213
MERCEDES-BENZ,C180,2009,10500000,109667,3,8090363,7925213
MERCEDES-BENZ,C180,2010,8675714,125528,7,7638285,8269317
MERCEDES-BENZ,C180,2011,11687500,152250,4,15352145,15352145
MERCEDES-BENZ,C180,2012,12000000,109500,1,15210110,15210110
MERCEDES-BENZ,C180,2013,11800000,104000,1,15352145,15352145
MERCEDES-BENZ,C180,2014,17150000,143500,2,15352145,15352145
MERCEDES-BENZ,C180,2015,16900000,171000,1,15352145,15352145
MERCEDES-BENZ,C180,2016,18900000,6800,1,14991769,14991769
MERCEDES-BENZ,C180,2017,20521429,79571,7,15352145,15352145
MERCEDES-BENZ,C180,2018,21666667,35667,3,16250000,14402497
MERCEDES-BENZ,C1890,1995,670000,150000,1,938000,1526647
MERCEDES-BENZ,C200,1994,4358333,88745,3,3763484,3763484
MERCEDES-BENZ,C200,2000,6250000,171500,2,7088015,7088015
MERCEDES-BENZ,C200,2011,12750000,96000,1,15025775,15025775
MERCEDES-BENZ,C200,2015,22250000,92125,4,15352145,15352145
MERCEDES-BENZ,C200,2017,12325000,57500,2,7395000,2907760
MERCEDES-BENZ,C200,2018,23950000,53900,6,15025775,15025775
MERCEDES-BENZ,C200,2019,24754545,48851,11,20000000,15210110
MERCEDES-BENZ,C200,2020,22517000,56600,5,15897000,15352145
MERCEDES-BENZ,C200AMG,2019,25000000,42000,1,18750000,15025775
MERCEDES-BENZ,C200D,2017,23900000,76000,1,15352145,15352145
MERCEDES-BENZ,C220,1994,485000,229000,1,679000,1105110
MERCEDES-BENZ,C220,1995,3475000,287455,1,3747003,3747003
MERCEDES-BENZ,C220,2001,6850000,187000,2,6829057,6829057
MERCEDES-BENZ,C220,2013,14000000,114000,1,14797742,14797742
MERCEDES-BENZ,C240,1994,4250000,125000,1,3475267,3475267
MERCEDES-BENZ,C250,1996,4350000,189000,1,4565487,4565487
MERCEDES-BENZ,C300,2015,23750000,89500,2,15352145,15352145
MERCEDES-BENZ,C300,2016,21800000,70000,1,15210110,15210110
MERCEDES-BENZ,C300,2017,24200000,50000,1,15025775,15025775
MERCEDES-BENZ,C350,2016,26500000,149000,1,15900000,15352145
MERCEDES-BENZ,C350E,2015,17990000,70000,1,15025775,15025775
MERCEDES-BENZ,C350E,2016,17062500,99250,4,15352145,15352145
MERCEDES-BENZ,C350E,2017,22500000,46000,1,16875000,15025775
MERCEDES-BENZ,CLA,2013,18450000,106200,1,15352145,15352145
MERCEDES-BENZ,CLA,2014,1400000,120000,1,1960000,2105267
MERCEDES-BENZ,CLA,2015,20500000,91750,4,15352145,15352145
MERCEDES-BENZ,CLA,2016,19191667,68792,12,15210110,15210110
MERCEDES-BENZ,CLA,2017,19316500,67773,10,15210110,15210110
MERCEDES-BENZ,CLA,2018,20037500,72270,4,15352145,15352145
MERCEDES-BENZ,CLA,2019,22887500,59381,16,15352145,15352145
