Make,Model,Year,Average_Price_LKR,Average_Mileage_km,Listings_Count,Predicted_Next_Week_LKR,Predicted_Next_Month_LKR
TOYOTA,AA60,1983,1300000,12345,1,1421354,1421354
TOYOTA,ACQUA,2012,7250000,123000,1,7389512,7389512
TOYOTA,AE,1993,2750000,240000,1,2060181,2060181
TOYOTA,AE100,1991,2720000,118512,2,1977338,1977338
TOYOTA,AE100,1994,20900000,160000,1,12540000,9948736
TOYOTA,AE101,1992,2450000,210000,1,1472300,1472300
TOYOTA,AE110,1996,5125000,192946,2,3940469,3738575
TOYOTA,AE110,1997,4025000,114752,3,3510163,3510163
TOYOTA,AE110,1998,4066667,172423,3,3837547,3837547
TOYOTA,AE110,2000,4775000,196500,2,5167668,5167668
TOYOTA,AE110,2008,4450000,191000,1,4812541,4812541
TOYOTA,AE81,1984,900000,123456,1,1260000,1421354
TOYOTA,AE81,1988,1700000,156000,1,1421354,1421354
TOYOTA,AE91,1988,2100000,150000,1,1421354,1421354
TOYOTA,AE91,1990,3900000,245000,1,2983553,2983553
TOYOTA,AE91,1997,3100000,100000,1,3171526,3171526
TOYOTA,AIXO,2017,1210000,200000,1,1694000,1886114
TOYOTA,ALLION,2002,6591500,181566,10,7188578,7188578
TOYOTA,ALLION,2003,7002222,186330,36,7410635,7410635
TOYOTA,ALLION,2004,7363333,196358,15,8101925,8101925
TOYOTA,ALLION,2005,7082143,146884,7,6867538,6867538
TOYOTA,ALLION,2006,7568500,188064,10,7352056,7352056
TOYOTA,ALLION,2007,8418690,179073,42,8015606,8015606
TOYOTA,ALLION,2008,8339875,171419,40,8015606,8015606
TOYOTA,ALLION,2009,8521000,192596,5,8015606,8015606
TOYOTA,ALLION,2010,9114535,162413,43,8015606,8015606
TOYOTA,ALLION,2011,9527955,151747,22,8015606,8015606
TOYOTA,ALLION,2012,9930312,164094,16,8056443,8056443
TOYOTA,ALLION,2013,10843864,132373,22,8056443,8056443
TOYOTA,ALLION,2014,11575000,145827,8,14881126,14881126
TOYOTA,ALLION,2015,10800000,180000,1,10568577,10568577
TOYOTA,ALLION,2016,13868095,109024,21,14881126,14881126
TOYOTA,ALLION,2017,12281250,99500,8,14881126,14881126
TOYOTA,ALLION,2018,12847000,84130,10,13216000,14881126
TOYOTA,ALPHARD,2008,12208333,154000,3,15352145,15352145
TOYOTA,ALPHARD,2015,26500000,110000,1,15900000,15352145
TOYOTA,AQUA,2012,7115870,152000,115,6966983,6966983
TOYOTA,AQUA,2013,7382535,141581,142,7771371,7771371
TOYOTA,AQUA,2014,7655000,142376,104,7389512,7389512
TOYOTA,AQUA,2015,8416350,112345,100,8056443,8056443
TOYOTA,AQUA,2016,8573438,115375,16,8056443,8056443
TOYOTA,AQUA,2017,9105000,112100,5,8056443,8056443
TOYOTA,AQUA,2018,1040000,48000,1,1404000,2064327
TOYOTA,AQUA,2020,9275000,100000,1,8056443,8056443
TOYOTA,AQUA,2023,12190000,17750,2,14564769,14564769
TOYOTA,AQUA,2025,14200000,2000,1,14531806,14531806
TOYOTA,AT,1989,1395000,123456,1,1421354,1421354
TOYOTA,AT,1991,550000,234567,1,770000,1253218
TOYOTA,AT,1992,2250000,217000,1,1472300,1472300
TOYOTA,AT,1996,2850000,146300,1,2404268,2404268
TOYOTA,AT140,1986,1180000,23658,1,1421354,1421354
TOYOTA,AT150,1985,1032500,38117,2,1393875,1421354
TOYOTA,AT170,1989,1800000,1,1,1530000,1421354
TOYOTA,AT192,1993,2650000,180000,1,1590000,1472300
TOYOTA,AURIS,2007,6125000,122000,2,6385276,6385276
TOYOTA,AURIS,2009,5950000,165000,1,6404242,6404242
TOYOTA,AURIS,2011,6600000,125000,1,6892828,6892828
TOYOTA,AUTOCORSA,1992,2850000,300000,1,2060181,2060181
TOYOTA,AVANZA,2007,6230000,127333,3,6616602,6616602
TOYOTA,AVANZA,2008,6583333,137333,3,6542022,6542022
TOYOTA,AVANZA,2009,6575000,120000,1,6829057,6829057
TOYOTA,AVANZA,2010,6300000,250000,1,6842331,6842331
TOYOTA,AVANZA,2011,6103571,194914,7,2905000,2085021
TOYOTA,AVANZA,2013,8350000,97500,1,7937181,7937181
TOYOTA,AVANZA,2014,8500000,79000,1,7677933,7677933
TOYOTA,AVANZA,2017,10500000,89000,1,8180576,8011300
TOYOTA,AXIO,2006,7312500,185750,6,7255707,7255707
TOYOTA,AXIO,2007,7310562,166420,89,7255707,7255707
TOYOTA,AXIO,2008,7341604,150791,53,7352056,7352056
TOYOTA,AXIO,2009,7425000,167375,8,7410635,7410635
TOYOTA,AXIO,2010,7682500,149526,10,7255707,7255707
TOYOTA,AXIO,2011,7774545,157807,11,8101925,8101925
TOYOTA,AXIO,2012,8350000,135000,2,8056443,8056443
TOYOTA,AXIO,2013,8802639,143259,36,8056443,8056443
TOYOTA,AXIO,2014,9073456,148581,68,8056443,8056443
TOYOTA,AXIO,2015,10143519,143678,81,8056443,8056443
TOYOTA,AXIO,2016,11114700,115167,50,8056443,8056443
TOYOTA,AXIO,2017,11760000,106529,38,14881126,14881126
TOYOTA,AXIO,2018,12840789,100822,19,14881126,14881126
TOYOTA,AXIO,2019,13360000,107319,10,14881126,14881126
TOYOTA,AXIO,2023,14450000,23500,2,14881126,14881126
TOYOTA,AXIO,2024,14500000,37691,4,14881126,14881126
TOYOTA,AXIO,2025,15381667,2777,3,14531806,14531806
TOYOTA,AXOI,2010,7300000,173600,1,7410635,7410635
TOYOTA,B20,1973,1000000,90000,1,1400000,1421354
TOYOTA,BELTA,2005,5390000,200000,1,5755314,5755314
TOYOTA,BELTA,2007,6135119,152775,42,5755314,5755314
TOYOTA,BELTA,2008,6632045,157227,22,6842331,6842331
TOYOTA,BELTA,2009,6431786,150148,14,6167830,6167830
TOYOTA,BELTA,2010,5362750,121822,4,6643338,7038740
TOYOTA,BELTA,2011,6816667,134000,3,7215051,7215051
TOYOTA,BELTA,2012,6690000,138500,1,6927945,6927945
TOYOTA,BELTA,2020,7100000,150000,1,7251810,7251810
TOYOTA,BOX,1986,10300000,148000,1,6324066,6324066
TOYOTA,BOX,1987,10900000,260000,1,8224494,8056606
TOYOTA,BOX,1988,9000000,3,1,7650000,6324066
TOYOTA,BOX,1990,9200000,350000,1,6613617,6613617
TOYOTA,BOX,1991,11500000,478000,1,11693363,11693363
TOYOTA,BOX,2001,12500000,275000,1,15352145,15352145
TOYOTA,CAB,1997,4250000,180000,1,4259458,4259458
TOYOTA,CALDINA,1996,3183333,190239,3,1910000,1845925
TOYOTA,CALDINA,1997,3025000,120002,2,3387491,3387491
TOYOTA,CALDINA,1998,3350000,186000,1,3638033,3638033
TOYOTA,CAMI,1999,4200000,171767,3,4406571,4406571
TOYOTA,CAMI,2000,4596667,147333,3,5250674,5443445
TOYOTA,CAMI,2002,4390000,200000,1,4780427,4780427
TOYOTA,CAMI,2003,5500000,135428,1,5595582,5595582
TOYOTA,CAMRY,1988,550000,11234,1,742500,1143598
TOYOTA,CAMRY,1990,2750000,200000,1,2290221,2290221
TOYOTA,CAMRY,1991,2550000,216000,1,1646261,1646261
TOYOTA,CAMRY,1992,1966250,175002,4,1646261,1646261
TOYOTA,CAMRY,1993,2531667,99115,3,2280391,2280391
TOYOTA,CAMRY,1994,2450000,254,1,2082500,1676731
TOYOTA,CAMRY,2003,5700000,133000,1,5777125,5777125
TOYOTA,CAMRY,2004,5775000,248000,1,6202585,6202585
TOYOTA,CAMRY,2006,7500000,1000,1,7201243,7201243
TOYOTA,CAMRY,2007,8511667,185667,3,8015606,8015606
TOYOTA,CAMRY,2008,8900000,154556,2,8015606,8015606
TOYOTA,CAMRY,2009,8500000,90000,1,7682059,7682059
TOYOTA,CAMRY,2010,8450000,190500,2,8015606,8015606
TOYOTA,CAMRY,2012,11500000,124000,1,14881126,14881126
TOYOTA,CAMRY,2013,12430000,157667,3,14881126,14881126
TOYOTA,CAMRY,2014,12750000,117000,1,14881126,14881126
TOYOTA,CARID,1997,3075000,215969,1,3304401,3304401
TOYOTA,CARINA,1983,1192000,48852,5,1531671,1531671
TOYOTA,CARINA,1984,1103750,12811,4,1531671,1531671
TOYOTA,CARINA,1985,1258000,186064,10,1517283,1517283
TOYOTA,CARINA,1986,1270000,296194,5,1530667,1590841
TOYOTA,CARINA,1987,1070714,111291,7,1531671,1531671
TOYOTA,CARINA,1988,1479000,67236,5,1531671,1531671
TOYOTA,CARINA,1989,1600000,94000,2,1531671,1531671
TOYOTA,CARINA,1990,1791250,185722,4,1571668,1571668
TOYOTA,CARINA,1991,2143333,232196,3,1571668,1571668
TOYOTA,CARINA,1992,2533333,250371,3,2596739,2325645
TOYOTA,CARINA,1993,2518750,145430,4,2110792,2110792
TOYOTA,CARINA,1994,3100000,140000,2,2809812,2462308
TOYOTA,CARINA,1995,2916667,228000,3,3048150,3115201
TOYOTA,CARINA,1996,3837500,168914,10,4134665,4225617
TOYOTA,CARINA,1997,4590263,201579,19,5082899,5082899
TOYOTA,CARINA,1998,4747353,181760,17,4546868,4546868
TOYOTA,CARINA,1999,5228529,161699,17,4884676,4992127
TOYOTA,CARINA,2000,5267273,178996,11,5911051,6128066
TOYOTA,CARINA,2001,5850000,139317,3,5979028,5979028
TOYOTA,CARINA,2002,5400000,198000,1,5507123,5507123
TOYOTA,CARINA,2003,5750000,125000,1,5787481,5787481
TOYOTA,CARINA,2007,4250000,180000,1,4584226,4584226
TOYOTA,CARINA,2008,6550000,131423,1,6694419,6694419
TOYOTA,CARINA212,2008,5145000,185000,1,5514660,5717122
TOYOTA,CE,1990,1985000,190000,1,1472300,1472300
TOYOTA,CE,1991,1995000,170000,1,1472300,1472300
TOYOTA,CE,1992,1680000,120000,1,1421354,1421354
TOYOTA,CE,1997,3066667,193370,3,3406095,3406095
TOYOTA,CE100,1991,2550000,223000,1,1530000,1472300
TOYOTA,CE100,1993,2375000,235000,1,1480903,1480903
TOYOTA,CE106,1996,3350000,160000,1,3318251,3318251
TOYOTA,CE106,1997,2738750,200064,4,1784359,1784359
TOYOTA,CE108,1997,2975000,260750,4,2536943,2482338
TOYOTA,CE110,1996,3288000,294000,5,3490505,3490505
TOYOTA,CE110,1997,3341364,170638,11,3824991,3824991
TOYOTA,CE110,1998,3533333,206674,3,3179387,3179387
TOYOTA,CE110,1999,3825000,210500,4,3659292,3659292
TOYOTA,CE90,1990,1875000,1,1,1593750,1421354
TOYOTA,CE90,1991,2245000,215000,2,1472300,1472300
TOYOTA,CE90,1992,2275000,300000,1,1480903,1480903
TOYOTA,CE96,1989,2620000,285000,1,1572000,1480903
TOYOTA,CE96,1990,2500000,250000,1,1500000,1480903
TOYOTA,CE96,1991,2050000,111111,1,1421354,1421354
TOYOTA,CERES,1996,3575000,196804,2,3544207,3544207
TOYOTA,CHAMP,2015,19000000,180000,1,15352145,15352145
TOYOTA,CHARMANT,1981,1000000,111111,1,1400000,1421354
TOYOTA,CHR,2016,12625000,89000,2,15352145,15352145
TOYOTA,CHR,2017,12628387,103698,31,15352145,15352145
TOYOTA,CHR,2018,13588193,84722,83,15352145,15352145
TOYOTA,CHR,2019,14526562,112667,16,15352145,15352145
TOYOTA,CHR,2020,14676250,70003,8,15352145,15352145
TOYOTA,CHR,2023,17083333,17000,3,15025775,15025775
TOYOTA,CHR,2024,16795000,15000,1,15210110,15210110
TOYOTA,CHRNGX10,2019,15300000,70000,1,15352145,15352145
TOYOTA,CM,1986,2380000,80000,1,1428000,1421354
TOYOTA,CM,1999,3375000,12345,1,3288235,3288235
TOYOTA,CM20,1987,1050000,77722,1,1421354,1421354
TOYOTA,CM36,1991,2895000,123456,1,2026842,2026842
TOYOTA,COMMUTER,2025,29800000,10,1,25330000,20394520
TOYOTA,COROLLA,1970,670000,112594,2,938000,1531671
TOYOTA,COROLLA,1973,741667,279333,3,1038333,1571668
TOYOTA,COROLLA,1974,700000,11111,1,945000,1455488
TOYOTA,COROLLA,1975,875000,175000,1,1225000,1531671
TOYOTA,COROLLA,1976,560000,88284,2,784000,1397368
TOYOTA,COROLLA,1977,662000,58319,5,1024333,1531671
TOYOTA,COROLLA,1978,795000,290000,1,1113000,1571668
TOYOTA,COROLLA,1979,882500,402077,2,1235500,1590841
TOYOTA,COROLLA,1980,748000,72744,5,1078000,1531671
TOYOTA,COROLLA,1982,960000,200000,1,1344000,1517283
TOYOTA,COROLLA,1983,3291667,58448,3,1975000,1531671
TOYOTA,COROLLA,1984,1328000,153847,5,1531671,1531671
TOYOTA,COROLLA,1985,1168667,201362,15,1571668,1571668
TOYOTA,COROLLA,1986,1230000,182878,17,1517283,1517283
TOYOTA,COROLLA,1987,1378636,175254,11,1517283,1517283
TOYOTA,COROLLA,1988,1588750,179154,8,1517283,1517283
TOYOTA,COROLLA,1989,1930556,109401,9,1531671,1531671
TOYOTA,COROLLA,1990,1982333,171366,15,1517283,1517283
TOYOTA,COROLLA,1991,2339167,173868,12,1571668,1571668
TOYOTA,COROLLA,1992,2712727,138568,11,2110792,2110792
TOYOTA,COROLLA,1993,2545714,162584,14,2186450,2186450
TOYOTA,COROLLA,1994,2896250,195230,12,2565442,2297615
TOYOTA,COROLLA,1995,3231250,231035,20,2654993,2597847
TOYOTA,COROLLA,1996,3251875,162152,24,2688661,2630791
TOYOTA,COROLLA,1997,3596714,175264,70,3635978,3635978
TOYOTA,COROLLA,1998,3686944,190425,18,3837547,3837547
TOYOTA,COROLLA,1999,3605294,202602,17,3869467,3869467
TOYOTA,COROLLA,2000,4689464,176414,28,2837832,2678416
TOYOTA,COROLLA,2001,5191923,197586,26,3879084,3741713
TOYOTA,COROLLA,2002,5734643,188625,28,5507123,5507123
TOYOTA,COROLLA,2003,5748000,158898,25,5901850,5901850
TOYOTA,COROLLA,2004,5667722,168073,36,6595583,6595583
TOYOTA,COROLLA,2005,6124444,197062,18,6595583,6595583
TOYOTA,COROLLA,2006,5929737,158897,19,6547264,6547264
TOYOTA,COROLLA,2007,6481667,121640,24,6113412,6113412
TOYOTA,COROLLA,2008,6845417,154083,72,6694419,6694419
TOYOTA,COROLLA,2009,7450000,206000,1,7209812,7209812
TOYOTA,COROLLA,2010,7080000,161491,5,6460372,6460372
TOYOTA,COROLLA,2011,7462500,139988,8,7059082,7059082
TOYOTA,COROLLA,2012,8262500,106284,4,7881764,7881764
TOYOTA,COROLLA,2016,9300000,188416,2,7881764,7881764
TOYOTA,COROLLA,2018,4825000,225000,1,5283816,5505711
TOYOTA,COROLLA,2023,16366667,17658,3,14298484,14298484
TOYOTA,COROLLA,2024,23935000,4114,7,16885250,13963003
TOYOTA,COROLLA,2025,18495000,2990,1,15720750,13963003
TOYOTA,COROLLAG,2023,15850000,3166,1,14991769,14991769
TOYOTA,CORONA,1965,280000,200000,1,392000,638002
TOYOTA,CORONA,1972,1300000,250000,1,1421354,1421354
TOYOTA,CORONA,1977,650000,25000,1,877500,1351525
TOYOTA,CORONA,1983,942500,113989,4,1269333,1421354
TOYOTA,CORONA,1984,1222500,224331,6,1472300,1472300
TOYOTA,CORONA,1985,1199000,146800,5,1421354,1421354
TOYOTA,CORONA,1986,965000,64814,3,1351000,1421354
TOYOTA,CORONA,1987,911000,157132,5,1169000,1421354
TOYOTA,CORONA,1988,1717000,102117,5,1421354,1421354
TOYOTA,CORONA,1989,1585000,141667,3,1421354,1421354
TOYOTA,CORONA,1990,1929167,229558,6,1472300,1472300
TOYOTA,CORONA,1991,1998750,239340,8,1472300,1472300
TOYOTA,CORONA,1992,1859000,142126,5,1421354,1421354
TOYOTA,CORONA,1993,1485000,1111,1,1421354,1421354
TOYOTA,CORONA,1994,2250000,144725,2,1421354,1421354
TOYOTA,CORONA,1995,2965000,171105,6,3426824,3502206
TOYOTA,CORONA,1996,3765000,175891,5,3318251,3318251
TOYOTA,CORONA,1997,3628750,214500,4,3637303,3637303
TOYOTA,CORONA,1998,4237500,283500,2,4309611,4309611
TOYOTA,CORONA,1999,3577500,232838,4,3425999,3425999
TOYOTA,CORONA,2000,3645000,232500,2,4838559,4944995
TOYOTA,CORSA,1988,1200000,190000,1,1472300,1472300
TOYOTA,CORSA,1989,1430000,6790,2,1421354,1421354
TOYOTA,CORSA,1992,2650000,245000,1,1590000,1480903
TOYOTA,CORSA,1993,2625000,200350,1,1575000,1472300
TOYOTA,CORSA,1994,2650000,159000,2,1590000,1472300
TOYOTA,CORSA,1995,2775000,247843,2,2418318,2418318
TOYOTA,CORSA,1996,3141667,149333,3,3200477,3200477
TOYOTA,CORSA,1997,3112500,180971,4,3406095,3406095
TOYOTA,CORSA,1998,3287500,100431,4,3171526,3171526
TOYOTA,CORSA,1999,3500000,251095,1,3425999,3425999
TOYOTA,CORSA,2001,3400000,185000,1,3483135,3483135
TOYOTA,CR2,1993,4650000,150,1,3975401,3975401
TOYOTA,CR26,1980,1400000,200000,1,1421354,1421354
TOYOTA,CR26,1985,2350000,350,1,1997500,1608293
TOYOTA,CR26,1987,2270000,269029,5,1480903,1480903
TOYOTA,CR26,1988,1750000,185000,1,1472300,1472300
TOYOTA,CR26,1989,2250000,1234,1,1912500,1539855
TOYOTA,CR26,1990,2300000,160000,1,1421354,1421354
TOYOTA,CR27,1987,2450000,450000,1,1581745,1581745
TOYOTA,CR27,1989,3061667,213333,3,2291783,2242455
TOYOTA,CR27,1990,3278571,209541,7,2187685,2187685
TOYOTA,CR27,1991,3001667,239083,6,2954346,3019334
TOYOTA,CR27,1992,4250000,276250,4,3644331,3644331
TOYOTA,CR27,1993,4058000,154723,5,3613744,3613744
TOYOTA,CR27,1994,4866667,233334,3,4213475,4213475
TOYOTA,CR27,1995,4750000,200000,1,4955263,4955263
TOYOTA,CR27,1997,4500000,208000,1,4603074,4603074
TOYOTA,CR27,1998,5000000,210000,1,5090253,5090253
TOYOTA,CR36,1991,2660000,235654,1,1596000,1472300
TOYOTA,CR41,1996,6500000,133000,1,6336899,6336899
TOYOTA,CR41,1997,5906667,223287,6,5517280,5815230
TOYOTA,CR41,1998,6655000,131869,5,6879423,6879423
TOYOTA,CR41,1999,6200000,254400,2,6842331,6842331
TOYOTA,CR41,2000,6300000,215000,1,6842331,6842331
TOYOTA,CR41,2002,6425000,225000,2,6842331,6842331
TOYOTA,CR4151,2000,5350000,146000,1,5595582,5595582
TOYOTA,CR42,1996,7350000,178000,1,7109223,7109223
TOYOTA,CR42,1999,6643750,110000,4,7068374,7068374
TOYOTA,CR42,2000,7475000,132500,4,7702617,7702617
TOYOTA,CR42,2001,7648750,228500,4,7255707,7255707
TOYOTA,CR42,2002,8785000,240000,1,8015606,8015606
TOYOTA,CR42,2003,7733333,96708,3,7068374,7068374
TOYOTA,CR50,2008,7490000,220000,1,7410635,7410635
TOYOTA,CR51,1998,5600000,250000,1,5755314,5755314
TOYOTA,CRESSIDA,1989,2075000,205000,2,1472300,1472300
TOYOTA,CRESTA,1998,3500000,123456,1,3512147,3512147
TOYOTA,CROWN,1984,1800000,160,1,1639195,1639195
TOYOTA,CROWN,1986,4650000,234000,1,3978324,3978324
TOYOTA,CROWN,1996,4990000,69000,1,5249754,5533256
TOYOTA,CROWN,2007,12000000,150000,1,14881126,14881126
TOYOTA,CROWN,2013,17500000,175000,1,14881126,14881126
TOYOTA,CROWN,2015,27500000,135000,1,16500000,14881126
TOYOTA,CRUSER,2014,27500000,2,1,23375000,18820446
TOYOTA,CT,1989,1875000,600000,1,1480903,1480903
TOYOTA,CT,1991,2150000,325000,1,1480903,1480903
TOYOTA,CT,1996,3899500,123456,2,3203430,3203430
TOYOTA,CUSTOM,2025,10700000,5,1,10478556,10478556
TOYOTA,CYNOS,1991,2867500,228500,2,2099490,2099490
TOYOTA,CYNOS,1992,2675000,86172,2,1977338,1977338
TOYOTA,CYNOS,1999,5900000,113000,1,5504117,5504117
TOYOTA,DBA,2007,8990000,142000,1,8192810,8192810
TOYOTA,DBA,2012,18500000,80000,1,15025775,15025775
TOYOTA,DOLPHIN,1987,375000,175000,1,525000,854467
TOYOTA,DOLPHIN,1989,6659000,115537,5,4714395,4472848
TOYOTA,DOLPHIN,1990,6093438,153305,16,5225419,5225419
TOYOTA,DOLPHIN,1991,6235556,195772,20,5489633,5489633
TOYOTA,DOLPHIN,1992,6743611,142352,18,4627410,4390320
TOYOTA,DOLPHIN,1993,7501800,196656,25,6235273,6235273
TOYOTA,DOLPHIN,1994,8093621,241068,29,6412644,6412644
TOYOTA,DOLPHIN,1995,8385250,220975,20,7878352,7878352
TOYOTA,DOLPHIN,1996,8858636,166613,11,7621026,7621026
TOYOTA,DOLPHIN,1997,9248529,196939,17,7682059,7682059
TOYOTA,DOLPHIN,1998,9921429,234965,14,8015606,8015606
TOYOTA,DOLPHIN,1999,8634444,241408,9,12576667,14881126
TOYOTA,DOLPHIN,2000,8012500,141604,8,7489810,7764787
TOYOTA,DOLPHIN,2001,12150000,217167,3,14577355,14881126
TOYOTA,DOLPHIN,2003,11237500,173689,10,8106935,7941447
TOYOTA,DOLPHIN,2004,14348182,144646,11,14564769,14564769
TOYOTA,DOLPHIN,2005,13000000,365000,1,14881126,14881126
TOYOTA,DOUBLE,1992,650000,150000,1,910000,1481076
TOYOTA,DOUBLE,2005,9150000,300000,1,8015606,8015606
TOYOTA,DOUBLE,2007,10450000,185000,1,8226672,8015606
TOYOTA,DUET,1998,3162500,157500,2,3562095,3562095
TOYOTA,DUET,1999,3387500,112500,2,3512147,3512147
TOYOTA,DUET,2000,3595000,143700,1,3698706,3698706
TOYOTA,DUET,2001,3491667,159000,3,3698706,3698706
TOYOTA,DUET,2002,2950000,182000,1,3232411,3232411
TOYOTA,DUET,2003,3050000,233800,1,3588275,3588275
TOYOTA,DX,1983,952000,180040,5,1393000,1421354
TOYOTA,DX,1984,1073000,150055,10,1421354,1421354
TOYOTA,DX,1985,1229286,112958,7,1421354,1421354
TOYOTA,DX,1986,2763750,113314,8,1421354,1421354
TOYOTA,DX,1987,1290000,172778,4,1421354,1421354
TOYOTA,DX,1988,1260000,52000,1,1421354,1421354
TOYOTA,DX,1989,1360000,137614,4,1421354,1421354
TOYOTA,DX,1990,1550000,11245,1,1421354,1421354
TOYOTA,DX96,1992,1800000,11111,1,1421354,1421354
TOYOTA,DYNA,1995,4500000,350000,1,4767895,4767895
TOYOTA,E100,1994,2785000,123456,1,1977338,1977338
TOYOTA,ECHO,2000,3850000,153130,1,3901547,3901547
TOYOTA,EE,1992,2100000,210000,1,1472300,1472300
TOYOTA,EE,1993,2975000,301000,1,2470461,2164927
TOYOTA,EE,1998,3350000,135000,1,3288235,3288235
TOYOTA,EE101,1991,2290000,210000,1,1472300,1472300
TOYOTA,EE101,1992,2100000,210000,1,1472300,1472300
TOYOTA,EE102,1999,2775000,165000,1,2467917,2467917
TOYOTA,EE111,1999,3050000,182000,1,3285204,3285204
TOYOTA,EE90,1988,1650000,216277,1,1472300,1472300
TOYOTA,EE90,1989,1700000,242000,1,1472300,1472300
TOYOTA,EE90,1990,2000000,173987,1,1472300,1472300
TOYOTA,EE90,1991,1950000,324000,1,1480903,1480903
TOYOTA,EE96,1989,1795714,161195,7,1421354,1421354
TOYOTA,EE96,1990,1875000,50000,1,1421354,1421354
TOYOTA,EE96,1991,1875000,275000,1,1480903,1480903
TOYOTA,EE96,1993,1845000,123562,1,1421354,1421354
TOYOTA,EE96,1994,1615000,100000,1,1421354,1421354
TOYOTA,EE97,1990,1650000,2,1,1421354,1421354
TOYOTA,EE98,1994,1950000,174800,1,1472300,1472300
TOYOTA,EL4,1991,2100000,250000,1,1480903,1480903
TOYOTA,ELEPHANT,1991,2550000,166228,1,1530000,1421354
TOYOTA,ELEPHANT,1996,2650000,181673,3,2404268,2404268
TOYOTA,ELEPHANT,1997,2450000,200000,1,1784359,1784359
TOYOTA,ELEPHANT,1998,1350000,280000,1,1784359,1784359
TOYOTA,ELEPHANT,2004,3500000,256000,1,3483135,3483135
TOYOTA,EP,1987,2075000,200000,1,1472300,1472300
TOYOTA,EP82,1994,3290000,230000,1,3036977,3036977
TOYOTA,ESQUIRE,2014,17500000,239730,1,15352145,15352145
TOYOTA,ESQUIRE,2015,19316667,75667,3,15210110,15210110
TOYOTA,ESTIMA,1996,4050000,165000,2,3664545,3664545
TOYOTA,ESTIMA,2003,4300000,256714,1,4577370,4577370
TOYOTA,ESTIMA,2007,9800000,115000,1,7630577,7630577
TOYOTA,ESTIMA,2008,9800000,172000,1,7961888,7961888
TOYOTA,ET100,1995,2650000,150000,1,1728241,1728241
TOYOTA,FB14,1996,3150000,212000,1,3219179,3219179
TOYOTA,FIELDER,2017,9300000,196106,1,8056443,8056443
TOYOTA,FORTUNER,2006,13850000,148000,1,15210110,15210110
TOYOTA,FORTUNER,2007,15000000,250000,1,15352145,15352145
TOYOTA,FORTUNER,2011,12600000,162000,2,15352145,15352145
TOYOTA,FORTUNER,2013,18596000,189174,15,15352145,15352145
TOYOTA,FORTUNER,2014,21000000,95500,1,15352145,15352145
TOYOTA,FORTUNER,2015,22500000,130500,2,15352145,15352145
TOYOTA,FORTUNER,2016,19975000,117750,4,15480000,15352145
TOYOTA,GDH,2023,27900000,52000,1,16740000,15352145
TOYOTA,GDH,2025,22850000,7000,1,17137500,15210110
TOYOTA,GDH223,2024,28500000,7000,1,21375000,14991769
TOYOTA,GRAND,1998,8895000,352500,2,8015606,8015606
TOYOTA,GRAND,2008,7487500,95001,2,7016341,7016341
TOYOTA,GRANVIA,2007,7600000,178000,2,7410635,7410635
TOYOTA,GRANVIA,2008,7990000,145000,1,8015606,8015606
TOYOTA,GS,2015,1665000,90000,1,1886114,1886114
TOYOTA,GT,2019,8200000,59000,1,8056443,8056443
TOYOTA,GT86,2015,19250000,43000,1,14715159,14715159
TOYOTA,HARRIER,1999,5767500,173818,4,5811642,5811642
TOYOTA,HARRIER,2001,5995000,165000,1,6587819,6587819
TOYOTA,HARRIER,2004,8300000,120000,1,7925213,7925213
TOYOTA,HARRIER,2006,8500000,245000,1,8269317,8269317
TOYOTA,HARRIER,2007,10600000,133505,2,8363537,8192810
TOYOTA,HARRIER,2008,9275000,116638,4,7925213,7925213
TOYOTA,HARRIER,2009,10400000,129435,3,8192810,8192810
TOYOTA,HARRIER,2014,15858333,157333,6,13891150,15352145
TOYOTA,HARRIER,2015,17556250,113400,8,8700000,3379289
TOYOTA,HARRIER,2016,20500000,144571,7,15352145,15352145
TOYOTA,HARRIER,2017,24542857,112586,7,15400000,15352145
TOYOTA,HARRIER,2018,26500000,78000,1,15900000,15352145
TOYOTA,HARRIER,2020,22900000,76000,1,15352145,15352145
TOYOTA,HARRIOR,2014,17975000,137000,1,15352145,15352145
TOYOTA,HDH,2006,1950000,247000,1,1844654,1844654
TOYOTA,HIACE,1978,1692500,150000,2,1630010,1630010
TOYOTA,HIACE,1979,525000,1111,1,656250,901204
TOYOTA,HIACE,1981,2975000,155000,1,2719203,2382905
TOYOTA,HIACE,1982,1098333,174485,3,1537667,1614699
TOYOTA,HIACE,1983,3085000,159989,5,2267613,2267613
TOYOTA,HIACE,1984,2906250,240339,4,3121851,3121851
TOYOTA,HIACE,1985,1846667,57819,3,1630010,1630010
TOYOTA,HIACE,1986,3700000,282422,5,3141578,3141578
TOYOTA,HIACE,1987,3720000,192497,7,2730924,2393177
TOYOTA,HIACE,1988,3402857,228716,7,3294918,3294918
TOYOTA,HIACE,1989,4600000,104315,11,3043567,3043567
TOYOTA,HIACE,1990,6919286,180775,7,5756232,5756232
TOYOTA,HIACE,1991,6980000,160884,10,5085733,4825160
TOYOTA,HIACE,1992,7775000,256667,3,4665000,4390004
TOYOTA,HIACE,1993,6830000,221667,3,5855642,5855642
TOYOTA,HIACE,1994,7933125,261271,8,6055410,6055410
TOYOTA,HIACE,1995,9205000,407045,6,13150667,14680175
TOYOTA,HIACE,1996,13000000,165000,1,14368090,14368090
