Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
CAR,LAND ROVER,3LA-LZ15TB EVOQUE,UNITED KINGDOM,PETROL/ELE,1490.0,GAMPAHA,RECONDITIONED,1,3LA-LZ15TB,EVOQUE
CAR,TOYOTA,5BA-M900 A ROOMY,JAPAN,PETROL,996.0,MATALE,RECONDITIONED,1,5BA-M900,A ROOMY
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,AMPARA,RECONDITIONED,5,5BA-A201A,RAIZE
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,JAFFNA,RECONDITIONED,5,5BA-KSP210,YARIS
CAR,TOYOTA,3BA-NGX50 C-HR,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,2,3BA-NGX50,C-HR
CAR,TOYOTA,3BA-TRJ150W  PRADO,JAPAN,PETROL,2693.0,GAMPAHA,RECONDITIONED,1,3BA-TRJ150W,PRADO
CAR,SUZUKI,5 AA-MH95S WAGON R,JAPAN,PETROL/ELE,658.0,PUTTALAM,RECONDITIONED,1,,5 AA-MH95S WAGON R
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2690.0,ANURADHAPURA,RECONDITIONED,1,3BA-TRJ150W,TX-L
CAR,SUZUKI,4AA-MN71S,JAPAN,PETROL,996.0,ANURADHAPURA,RECONDITIONED,1,4AA-MN71S,X BEE
CAR,SUZUKI,EVERY JOIN 660 AUTO,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,1,,EVERY JOIN 660 AUTO
CAR,TOYOTA,KSP210 YARIS,JAPAN,PETROL,969.0,MATARA,RECONDITIONED,1,,KSP210 YARIS
CAR,SUZUKI,5AA-MR92S HUSTLER,JAPAN,PETROL/ELE,658.0,GALLE,RECONDITIONED,1,5AA-MR92S,HUSTLER
CAR,TOYOTA,3DA-FJA300W,JAPAN,DIESEL,3345.0,GALLE,RECONDITIONED,2,3DA-FJA300W,Unknown
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2690.0,COLOMBO,RECONDITIONED,1,3BA-TRJ150W,TX-L
CAR,SUZUKI,3BA-DA17W EVERYWAGON,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,1,3BA-DA17W,EVERYWAGON
CAR,NISSAN,5BA-B43W DAYS,JAPAN,PETROL,658.0,RATNAPURA,RECONDITIONED,1,5BA-B43W,DAYS
CAR,TOYOTA,5BA-M700A PASSO,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,7,5BA-M700A,PASSO
CAR,HONDA,CITY RS,THAILAND,PETROL,996.0,KANDY,RECONDITIONED,1,,CITY RS
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,1,5AA-MH95S,WAGON R
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,ANURADHAPURA,RECONDITIONED,10,6AA-RV5,VEZEL
CAR,SUZUKI,5AA-MH95S,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2,5AA-MH95S,WAGON 4
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,4,5AA-MK94S,SPACIA
CAR,TOYOTA,3DA-GDJ151W,JAPAN,DIESEL,2754.0,HAMBANTOTA,RECONDITIONED,1,3DA-GDJ151W,Unknown
