Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
CAR,TOYOTA,3DA-GDJ250W,JAPAN,DIESEL,2754.0,PUTTALAM,RECONDITIONED,1,3DA-GDJ250W,Unknown
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,10,5BA-M900A,ROOMY
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,29,5AA-MH95S,WAGON R
CAR,SUZUKI,3BA-DA174W EVERY,JAPAN,PETROL,658.0,JAFFNA,RECONDITIONED,1,3BA-DA174W,EVERY
CAR,SUZUKI,3BA-DA17W  EVERY,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,1,3BA-DA17W,EVERY
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,22,3BA-TRJ250W,4WD VX
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,7,5BA-M900A,ROOMY
CAR,B.M.W.,3CA-22EJ30 740D,GERMANY,DIESEL,2993.0,COLOMBO,RECONDITIONED,1,3CA-22EJ30,740D
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,ANURADHAPURA,RECONDITIONED,3,3BA-TRJ250W,4WD VX
CAR,NISSAN,5AA-B44W DAYZ,JAPAN,PETROL,659.0,COLOMBO,RECONDITIONED,3,5AA-B44W,DAYZ
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,658.0,POLONNARUWA,RECONDITIONED,1,5BA-LA900S,TAFT
CAR,TOYOTA,5BA-M700A PASSO,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,4,5BA-M700A,PASSO
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,18,5BA-KSP210,YARIS
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,8,5AA-MH95S,WAGON R
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,1,5BA-B43W,DAYZ
CAR,TOYOTA,YARIS CROSS,THAILAND,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,25,,YARIS CROSS
CAR,DAIHATSU,5BA-LA910S TAFT,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,1,5BA-LA910S,TAFT
CAR,TOYOTA,3BA-VJA300W,JAPAN,PETROL,3444.0,KANDY,RECONDITIONED,4,3BA-VJA300W,Unknown
CAR,DAIHATSU,5BA-LA350S MIRA E S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2,5BA-LA350S,MIRA E S
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,657.0,GALLE,RECONDITIONED,1,4AA-MH55S,WAGON R
CAR,NISSAN,ALMERA,THAILAND,PETROL,999.0,ANURADHAPURA,RECONDITIONED,1,,ALMERA
