Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
CAR,HONDA,6AARV5 VEZEL,JAPAN,PETROL/ELE,1496.0,AMPARA,RECONDITIONED,1,,6AARV5 VEZEL
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,KEGALLE,RECONDITIONED,3,3BA-TRJ150W,PRADO
CAR,TOYOTA,5BA-M900A  ROOMY,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,3,5BA-M900A,ROOMY
CAR,SUZUKI,ALTO 3BA-HA37S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,1,,ALTO 3BA-HA37S
CAR,SUZUKI,5BA-MH85S  WAGON R,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,1,5BA-MH85S,WAGON R
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,1,3BA-A210A,Unknown
CAR,DAIHATSU,MIRA 5BA-LA350S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2,,MIRA 5BA-LA350S
MOTOR LORRY (COMMERCIAL),ISUZU,TKG-FRR90S2 FORWARD,JAPAN,DIESEL,5190.0,KALUTARA,RECONDITIONED,1,TKG-FRR90S2,FORWARD
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,8,5AA-MH95S,WAGON R
MOTOR CYCLE,HONDA,PCX160,JAPAN,PETROL,157.0,GALLE,RECONDITIONED,2,,PCX160
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,124.0,PUTTALAM,RECONDITIONED,5,,PCX
CAR,TOYOTA,6AA-AXUH80 HARRIER,JAPAN,PETROL/ELE,2487.0,MATARA,RECONDITIONED,1,6AA-AXUH80,HARRIER
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,5,4AA-MK54S,SPACIA
