Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Model_Code,Clean_Name
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,RATNAPURA,BRAND NEW-L/MANUFACT,1,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,PUTTALAM,BRAND NEW-L/MANUFACT,2,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,PETROL,2.0,GALLE,BRAND NEW-L/MANUFACT,1,,LEADER R80
MOTOR CYCLE,HONDA,C90 CUSTOM,JAPAN,PETROL,90.0,PUTTALAM,RECONDITIONED,1,,C90 CUSTOM
CAR,VOLKSWAGEN,3AA-CDDLA GOLF,GERMANY,PETROL,996.0,COLOMBO,RECONDITIONED,1,3AA-CDDLA,GOLF
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,GALLE,RECONDITIONED,5,,HILUX REVO GR SPORT
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO,THAILAND,DIESEL,2755.0,NUWARA-ELIYA,RECONDITIONED,1,,HILUX REVO
CAR,AUDI,3AA-GYDLA A3,GERMANY,PETROL,999.0,COLOMBO,RECONDITIONED,1,3AA-GYDLA,A3
CAR,TOYOTA,3BA NGX10 C-HR,JAPAN,PETROL,1196.0,KALUTARA,RECONDITIONED,1,,3BA NGX10 C-HR
CAR,TOYOTA,3BA TRJ150W,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,1,,3BA TRJ150W
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,124.0,KURUNEGALA,RECONDITIONED,7,,PCX 125
CAR,TOYOTA,3BA VJA300W GNUZZ,JAPAN,PETROL,3444.0,PUTTALAM,RECONDITIONED,1,,3BA VJA300W GNUZZ
CAR,B.M.W.,3BA-7K15 218I MSPORT,GERMANY,PETROL,1499.0,COLOMBO,RECONDITIONED,1,3BA-7K15,218I MSPORT
CAR,B.M.W.,3BA-7K15 218IM SPORT,GERMANY,PETROL,1490.0,GAMPAHA,RECONDITIONED,1,3BA-7K15,218IM SPORT
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,KURUNEGALA,RECONDITIONED,4,,PCX 160
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,157.0,KANDY,RECONDITIONED,3,,PCX
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,PUTTALAM,RECONDITIONED,3,,ADV 160
SPECIAL PURPOSE VEHICLE,CLARK,FX70D,KOREA,DIESEL,2400.0,GAMPAHA,RECONDITIONED,1,,FX70D
SPECIAL PURPOSE VEHICLE,FURUKAWA,FL60A WHEEL LOADER,JAPAN,DIESEL,2369.0,PUTTALAM,RECONDITIONED,1,,FL60A WHEEL LOADER
MOTOR CYCLE,HONDA,8BK-KF47,JAPAN,PETROL,157.0,PUTTALAM,RECONDITIONED,1,8BK-KF47,Unknown
CAR,TOYOTA,3BA-A210 A RAIZE,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,1,3BA-A210,A RAIZE
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,997.0,COLOMBO,RECONDITIONED,1,3BA-A210A,RAIZE
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,AMPARA,RECONDITIONED,1,,PCX 125
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,2,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,1,3BA-A210A,RAIZE
LAND VEHICLE (SMALL),KUBOTA,K7,JAPAN,DIESEL,401.0,RATNAPURA,RECONDITIONED,1,,K7
MOTOR CYCLE,HONDA,JK05 / PCX,JAPAN,PETROL,124.0,PUTTALAM,RECONDITIONED,1,,JK05 / PCX
CAR,TOYOTA,3BA-A210A,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A  RAIZE,JAPAN,PETROL,996.0,BADULLA,RECONDITIONED,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A  RAIZE,JAPAN,PETROL,996.0,MONERAGALA,RECONDITIONED,1,3BA-A210A,RAIZE
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,156.0,POLONNARUWA,RECONDITIONED,1,,PCX
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,AMPARA,RECONDITIONED,3,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,ANURADHAPURA,RECONDITIONED,2,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,BADULLA,RECONDITIONED,5,3BA-A210A,RAIZE
SINGLE CAB,TOYOTA,3BD-S500U PIXIS,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,1,3BD-S500U,PIXIS
MOTOR CYCLE,HONDA,PCX125,JAPAN,PETROL,124.0,PUTTALAM,RECONDITIONED,1,,PCX125
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,BATTICALOA,RECONDITIONED,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,19,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,990.0,COLOMBO,RECONDITIONED,2,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,5,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,19,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,998.0,GAMPAHA,RECONDITIONED,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,JAFFNA,RECONDITIONED,2,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,4,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,3,3BA-A210A,RAIZE
DUAL PURPOSE (COMMERCIAL),TOYOTA,3DF-GUN125 HILUX,JAPAN,DIESEL,2393.0,GAMPAHA,RECONDITIONED,1,3DF-GUN125,HILUX
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,990.0,KANDY,RECONDITIONED,1,3BA-A210A,RAIZE
LAND VEHICLE (SMALL),KUBOTA,K600,JAPAN,DIESEL,422.0,JAFFNA,RECONDITIONED,1,,K600
COMMERCIAL,TOYOTA,3DF-GDH223B HIACE,JAPAN,DIESEL,2754.0,GALLE,RECONDITIONED,1,3DF-GDH223B,HIACE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,990.0,KEGALLE,RECONDITIONED,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KEGALLE,RECONDITIONED,3,3BA-A210A,RAIZE
DUAL PURPOSE (COMMERCIAL),FORD,RAPTOR 4WD,THAILAND,PETROL,2956.0,KANDY,RECONDITIONED,1,,RAPTOR 4WD
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,9,3BA-A210A,RAIZE
SINGLE CAB,TOYOTA,HILUX REVO,THAILAND,DIESEL,2755.0,HAMBANTOTA,RECONDITIONED,1,,HILUX REVO
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW-L/MANUFACT,1,,LEADER R80
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,KANDY,BRAND NEW-L/MANUFACT,1,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW-L/MANUFACT,1,,LEADER PLUS
SPECIAL PURPOSE VEHICLE,J.C.B,3CX,UNITED KINGDOM,DIESEL,4400.0,KALUTARA,RECONDITIONED,1,,3CX
COMMERCIAL,TOYOTA,HIACE COMMUTER,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,1,,HIACE COMMUTER
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,990.0,KURUNEGALA,RECONDITIONED,2,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,MANNAR,RECONDITIONED,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,2,3BA-A210A,RAIZE
DUAL PURPOSE (COMMERCIAL),TMT,3DF-GUN125 HILUX,JAPAN,DIESEL,2393.0,KURUNEGALA,RECONDITIONED,1,3DF-GUN125,HILUX
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,MONERAGALA,RECONDITIONED,1,3BA-A210A,RAIZE
MOTOR CYCLE,HONDA,PCX JK 05,JAPAN,PETROL,124.0,JAFFNA,RECONDITIONED,1,,PCX JK 05
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,KURUNEGALA,RECONDITIONED,4,,HILUX REVO GR SPORT
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX GR SPORT,THAILAND,DIESEL,2755.0,GALLE,RECONDITIONED,1,,HILUX GR SPORT
SPECIAL PURPOSE VEHICLE,T.C.M,810A WHEEL LOADER,JAPAN,DIESEL,1500.0,AMPARA,RECONDITIONED,1,,810A WHEEL LOADER
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,MULLATIVU,RECONDITIONED,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,NUWARA-ELIYA,RECONDITIONED,1,3BA-A210A,RAIZE
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,GAMPAHA,RECONDITIONED,2,,PCX 125
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,PUTTALAM,RECONDITIONED,3,3BA-A210A,RAIZE
LAND VEHICLE,KUBOTA,L2002 DT,JAPAN,DIESEL,1300.0,RATNAPURA,RECONDITIONED,1,,L2002 DT
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,RATNAPURA,RECONDITIONED,3,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,990.0,TRINCOMALEE,RECONDITIONED,1,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A-RAIZE,JAPAN,PETROL,996.0,TRINCOMALEE,RECONDITIONED,1,3BA-A210A-RAIZE,Unknown
SPECIAL PURPOSE VEHICLE,J.C.B,3CX,UNITED KINGDOM,DIESEL,3990.0,GALLE,RECONDITIONED,1,,3CX
CAR,DAIHATSU,3BA-A210S,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,1,3BA-A210S,ROCKY
CAR,DAIHATSU,3BA-A210S ROCKY,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,1,3BA-A210S,ROCKY
MOTOR CYCLE,HONDA,ADV160,JAPAN,PETROL,157.0,COLOMBO,RECONDITIONED,4,,ADV160
CAR,DAIHATSU,3BA-A210S ROCKY,JAPAN,PETROL,996.0,MATARA,RECONDITIONED,1,3BA-A210S,ROCKY
CAR,VOLKSWAGEN,3BA-C1DKR,GERMANY,PETROL,999.0,COLOMBO,RECONDITIONED,1,3BA-C1DKR,Unknown
LAND VEHICLE (SMALL),KUBOTA,K550,JAPAN,DIESEL,375.0,MATARA,RECONDITIONED,1,,K550
LAND VEHICLE (SMALL),KUBOTA,K600A,JAPAN,DIESEL,598.0,KALUTARA,RECONDITIONED,1,,K600A
CAR,SUZUKI,3BA-DA17W,JAPAN,PETROL,650.0,GAMPAHA,RECONDITIONED,1,3BA-DA17W,EVERYWAGON
CAR,SUZUKI,3BA-DA17W,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,1,3BA-DA17W,EVERYWAGON
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO ROCCO,THAILAND,DIESEL,2755.0,HAMBANTOTA,RECONDITIONED,1,,HILUX REVO ROCCO
CAR,SUZUKI,3BA-DA17W,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,1,3BA-DA17W,EVERYWAGON
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,POLONNARUWA,RECONDITIONED,1,,HILUX REVO GR SPORT
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,7,3BA-DA17W,EVERY
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,1,3BA-DA17W,EVERY
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1996.0,PUTTALAM,RECONDITIONED,2,,RANGER RAPTOR
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,1,3BA-DA17W,EVERY
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,1,3BA-DA17W,EVERY
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,1,3BA-DA17W,EVERY
CAR,SUZUKI,3BA-DA17W EVERYWAGON,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,1,3BA-DA17W,EVERYWAGON
CAR,SUZUKI,3BA-DA17W EVERYWAGON,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2,3BA-DA17W,EVERYWAGON
LAND VEHICLE (SMALL),KUBOTA,K600,JAPAN,DIESEL,422.0,MONERAGALA,RECONDITIONED,1,,K600
CAR,SUZUKI,3BA-DA17W EVERYWAGON,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,1,3BA-DA17W,EVERYWAGON
CAR,AUDI,3BA-GBDKL,GERMANY,PETROL,999.0,KURUNEGALA,RECONDITIONED,1,3BA-GBDKL,Unknown
CAR,SUZUKI,3BA-HA37S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2,3BA-HA37S,ALTO
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,BADULLA,RECONDITIONED,2,3BA-HA37S,ALTO
MOTOR LORRY (COMMERCIAL),ISUZU,TKG-NKR85A ELF,JAPAN,DIESEL,2990.0,COLOMBO,RECONDITIONED,1,TKG-NKR85A,ELF
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2,3BA-HA37S,ALTO
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,656.0,GALLE,RECONDITIONED,1,3BA-HA37S,ALTO
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,3,3BA-HA37S,ALTO
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,MULLATIVU,BRAND NEW-L/MANUFACT,2,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,TRINCOMALEE,BRAND NEW-L/MANUFACT,1,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,RATNAPURA,BRAND NEW-L/MANUFACT,2,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,GAMPAHA,BRAND NEW-L/MANUFACT,1,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,MATARA,BRAND NEW-L/MANUFACT,1,,LEADER R80
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1996.0,COLOMBO,NEW,1,,RANGER RAPTOR
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,1,3BA-HA37S,ALTO
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,12,,HILUX REVO GR SPORT
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,650.0,KEGALLE,RECONDITIONED,1,3BA-HA37S,ALTO
DUAL PURPOSE (COMMERCIAL),FORD,RANGER MS RT,THAILAND,DIESEL,2993.0,PUTTALAM,RECONDITIONED,1,,RANGER MS RT
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,KURUNEGALA,RECONDITIONED,1,3BA-HA37S,ALTO
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,656.0,POLONNARUWA,RECONDITIONED,1,3BA-HA37S,ALTO
CAR,SUZUKI,3BA-JB64W JIMNY,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2,3BA-JB64W,JIMNY
CAR,SUZUKI,3BA-JB64W JIMNY,JAPAN,PETROL,650.0,COLOMBO,RECONDITIONED,1,3BA-JB64W,JIMNY
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,PUTTALAM,RECONDITIONED,1,,HILUX REVO GR SPORT
MOTOR CYCLE,HONDA,PCX-160,JAPAN,PETROL,156.0,KANDY,RECONDITIONED,1,PCX-160,Unknown
CAR,SUZUKI,3BA-JB64W JIMNY,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,1,3BA-JB64W,JIMNY
CAR,LAND ROVER,3BA-LE72XAA DEFENDER,UNITED KINGDOM,PETROL,1997.0,COLOMBO,RECONDITIONED,1,3BA-LE72XAA,DEFENDER
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,RATNAPURA,RECONDITIONED,2,,ADV 160
CAR,LAND ROVER,3BA-LE72XAA DEFENDER,JAPAN,PETROL,1990.0,GAMPAHA,RECONDITIONED,1,3BA-LE72XAA,DEFENDER
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,124.0,PUTTALAM,RECONDITIONED,6,,PCX
CAR,TOYOTA,3BA-NGX10 C-HR,JAPAN,PETROL,1196.0,ANURADHAPURA,RECONDITIONED,1,3BA-NGX10,C-HR
CAR,TOYOTA,3BA-NGX10 C-HR,JAPAN,PETROL,1196.0,BATTICALOA,RECONDITIONED,1,3BA-NGX10,C-HR
CAR,TOYOTA,3BA-NGX10 C-HR,JAPAN,PETROL,1190.0,COLOMBO,RECONDITIONED,1,3BA-NGX10,C-HR
CAR,TOYOTA,3BA-NGX10 C-HR,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,3,3BA-NGX10,C-HR
CAR,TOYOTA,3BA-NGX10 C-HR,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,2,3BA-NGX10,C-HR
CAR,TOYOTA,3BA-NGX10 CH-R,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,1,3BA-NGX10,CH-R
SPECIAL PURPOSE VEHICLE,KATO,KR-25H-V5,JAPAN,DIESEL,7500.0,MONERAGALA,RECONDITIONED,1,KR-25H-V5,Unknown
SINGLE CAB,TOYOTA,HILUX REVO,THAILAND,DIESEL,2755.0,KURUNEGALA,RECONDITIONED,1,,HILUX REVO
LAND VEHICLE (SMALL),KUBOTA,K550,JAPAN,DIESEL,375.0,GAMPAHA,RECONDITIONED,1,,K550
CAR,TOYOTA,3BA-NGX50,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,1,3BA-NGX50,Unknown
CAR,TOYOTA,3BA-NGX50 C-HR,JAPAN,PETROL,1196.0,ANURADHAPURA,RECONDITIONED,1,3BA-NGX50,C-HR
CAR,TOYOTA,3BA-NGX50 C-HR,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,1,3BA-NGX50,C-HR
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,BADULLA,RECONDITIONED,1,3BA-TRJ150W,PRADO
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,1,3BA-TRJ150W,PRADO
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,TRINCOMALEE,RECONDITIONED,1,,ADV 160
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2690.0,KANDY,RECONDITIONED,1,3BA-TRJ150W,PRADO
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,KURUNEGALA,RECONDITIONED,1,3BA-TRJ150W,PRADO
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2690.0,MATARA,RECONDITIONED,2,3BA-TRJ150W,PRADO
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX-GR SPORT,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,1,HILUX-GR,SPORT
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,PUTTALAM,RECONDITIONED,1,3BA-TRJ150W,PRADO
CAR,TOYOTA,3BA-TRJ150W PRADO,JAPAN,PETROL,2693.0,BATTICALOA,RECONDITIONED,1,3BA-TRJ150W,PRADO
CAR,TOYOTA,3BA-TRJ150W PRADO,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,4,3BA-TRJ150W,PRADO
MOTOR CYCLE,HONDA,PCX160,JAPAN,PETROL,157.0,KALUTARA,RECONDITIONED,1,,PCX160
DUAL PURPOSE (COMMERCIAL),FORD,RANGER MS RT,THAILAND,DIESEL,2993.0,COLOMBO,RECONDITIONED,1,,RANGER MS RT
MOTOR LORRY (COMMERCIAL),HINO,LKG-FJ7JKAA,JAPAN,DIESEL,6400.0,ANURADHAPURA,RECONDITIONED,1,LKG-FJ7JKAA,Unknown
CAR,TOYOTA,3BA-TRJ150W PRADO,JAPAN,PETROL,2693.0,GAMPAHA,RECONDITIONED,2,3BA-TRJ150W,PRADO
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,ELECTRIC,2.0,GALLE,BRAND NEW-L/MANUFACT,5,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,KALUTARA,BRAND NEW-L/MANUFACT,1,,LEADER R80
MOTOR CYCLE,RISE,LEADER PLUS,SRI LANKA,ELECTRIC,2.0,JAFFNA,BRAND NEW-L/MANUFACT,3,,LEADER PLUS
MOTOR CYCLE,RISE,LEADER R 100,SRI LANKA,PETROL,2.0,ANURADHAPURA,BRAND NEW-L/MANUFACT,1,,LEADER R 100
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,COLOMBO,BRAND NEW-L/MANUFACT,1,,LEADER R80
MOTOR CYCLE,RISE,LEADER,SRI LANKA,ELECTRIC,2.0,MATALE,BRAND NEW-L/MANUFACT,1,,LEADER
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,PUTTALAM,RECONDITIONED,13,,PCX 160
CAR,TOYOTA,3BA-TRJ150W PRADO,JAPAN,PETROL,2693.0,KANDY,RECONDITIONED,1,3BA-TRJ150W,PRADO
CAR,TOYOTA,3BA-TRJ150W PRADO,JAPAN,PETROL,2693.0,MATARA,RECONDITIONED,1,3BA-TRJ150W,PRADO
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,KURUNEGALA,RECONDITIONED,2,,ADV 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,156.0,KANDY,RECONDITIONED,3,,PCX 160
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,ANURADHAPURA,RECONDITIONED,1,3BA-TRJ250W,GZTTK
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,BADULLA,RECONDITIONED,1,3BA-TRJ250W,GZTTK
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO,THAILAND,DIESEL,2755.0,GAMPAHA,RECONDITIONED,3,,HILUX REVO
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,15,3BA-TRJ250W,GZTTK
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,124.0,GAMPAHA,RECONDITIONED,2,,PCX
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2696.0,COLOMBO,RECONDITIONED,1,3BA-TRJ250W,GZTTK
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2690.0,COLOMBO,RECONDITIONED,2,3BA-TRJ250W,GZTTK
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,GALLE,RECONDITIONED,1,3BA-TRJ250W,GZTTK
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,GAMPAHA,RECONDITIONED,5,3BA-TRJ250W,GZTTK
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,KANDY,RECONDITIONED,1,3BA-TRJ250W,GZTTK
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,KEGALLE,RECONDITIONED,1,3BA-TRJ250W,GZTTK
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2696.0,KURUNEGALA,RECONDITIONED,1,3BA-TRJ250W,GZTTK
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,KURUNEGALA,RECONDITIONED,4,3BA-TRJ250W,GZTTK
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,124.0,GAMPAHA,RECONDITIONED,5,,PCX 125
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,MATARA,RECONDITIONED,4,3BA-TRJ250W,GZTTK
MOTOR CYCLE,HONDA,ADV - 160,THAILAND,PETROL,160.0,KALUTARA,RECONDITIONED,1,,ADV - 160
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,PUTTALAM,RECONDITIONED,3,3BA-TRJ250W,GZTTK
MOTOR CYCLE,HONDA,8BK-KF54,JAPAN,PETROL,157.0,KANDY,RECONDITIONED,1,8BK-KF54,Unknown
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,MATALE,RECONDITIONED,1,,PCX 160
DUAL PURPOSE (COMMERCIAL),FORD,RAPTOR D-CAB,THAILAND,DIESEL,1996.0,KURUNEGALA,RECONDITIONED,1,,RAPTOR D-CAB
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,RATNAPURA,RECONDITIONED,1,3BA-TRJ250W,GZTTK
CAR,TOYOTA,3BA-TRJ250W GZTTK,JAPAN,PETROL,2693.0,GALLE,RECONDITIONED,1,3BA-TRJ250W,GZTTK
CAR,TOYOTA,3BA-TRJ250W PRADO,JAPAN,PETROL,2693.0,AMPARA,RECONDITIONED,1,3BA-TRJ250W,PRADO
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,156.0,PUTTALAM,RECONDITIONED,1,,PCX 160
CAR,TOYOTA,3BA-TRJ250W PRADO,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,2,3BA-TRJ250W,PRADO
