Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,YOM,No of vehicle,Model_Code,Clean_Name
MOTOR CYCLE,YAMAHA,MT 15 VER 2.0,INDIA,PETROL,155.0,KILINOCHCHI,BRAND NEW,2025.0,20,,MT 15 VER 2.0
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,2025.0,1,MKK-Z23E-12-C,Unknown
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,JAFFNA,BRAND NEW-L/ASSEMBLE,2025.0,22,,PULSAR N160
MOTOR CYCLE,BAJAJ,DISCOVER  125,INDIA,PETROL,124.5,COLOMBO,BRAND NEW,2025.0,5,,DISCOVER  125
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,VAVUNIYA,BRAND NEW,2025.0,5,,T5
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,MONERAGALA,BRAND NEW,2025.0,2,,EPOC H
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,BADULLA,BRAND NEW,2025.0,2,,EPOC H
MOTOR CYCLE,REVOLT,RV 1,INDIA,ELECTRIC,1.8,KURUNEGALA,BRAND NEW,2025.0,2,,RV 1
MOTOR CYCLE,AIMA,LIBERTY,CHINA,ELECTRIC,1.2,KALUTARA,BRAND NEW,2025.0,10,,LIBERTY
MOTOR CYCLE,ROYAL ENFIELD,CLASSIC 350,INDIA,PETROL,349.0,GAMPAHA,BRAND NEW,2025.0,3,,CLASSIC 350
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,KURUNEGALA,RECONDITIONED,2024.0,1,,PCX 160
MOTOR CYCLE,TMR QUANLE,ZS,CHINA,ELECTRIC,1.2,BADULLA,BRAND NEW,2025.0,1,,ZS
MOTOR CYCLE,TMR QUANLE,G18,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,2025.0,7,,G18
MOTOR CYCLE,TMR QUANLE,G18,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,2025.0,2,,G18
MOTOR CYCLE,VMOTO,CITI,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,2025.0,5,,CITI
MOTOR CYCLE,VMOTO,CITI,CHINA,ELECTRIC,125.0,COLOMBO,BRAND NEW,2025.0,1,,CITI
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,PUTTALAM,BRAND NEW-L/ASSEMBLE,2025.0,1,,DISCOVER 125
MOTOR CYCLE,AIMA,BREEZY,CHINA,ELECTRIC,0.8,TRINCOMALEE,BRAND NEW,2025.0,1,,BREEZY
MOTOR CYCLE,XIAODAO,REN,CHINA,ELECTRIC,4.5,KANDY,BRAND NEW,2025.0,1,,REN
MOTOR CYCLE,NWOW,TK 10,CHINA,ELECTRIC,0.8,KALUTARA,BRAND NEW,2025.0,2,,TK 10
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,GAMPAHA,BRAND NEW,2018.0,2,,SE
MOTOR CYCLE,BAJAJ,DISCOVER-ES BLACK AW,INDIA,PETROL,124.52,HAMBANTOTA,BRAND NEW,2007.0,1,,DISCOVER-ES BLACK AW
MOTOR CYCLE,HONDA,PCX 160,INDONESIA,PETROL,157.0,COLOMBO,BRAND NEW,2025.0,3,,PCX 160
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,125.0,PUTTALAM,RECONDITIONED,2025.0,2,,PCX 125
MOTOR CYCLE,HONDA,PCX 160,INDONESIA,PETROL,157.0,MATALE,BRAND NEW,2025.0,2,,PCX 160
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,CHINA,ELECTRIC,1.8,HAMBANTOTA,BRAND NEW,2025.0,1,,M-MKK-Z30LJ-12-C
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,MONERAGALA,BRAND NEW,2025.0,1,,450X
MOTOR CYCLE,RISE,LEADER 125,SRI LANKA,PETROL,125.0,JAFFNA,BRAND NEW-L/MANUFACT,2025.0,5,,LEADER 125
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,KILINOCHCHI,BRAND NEW,2025.0,1,,EPOC H
MOTOR CYCLE,ROYAL ENFIELD,CLASSIC 350,INDIA,PETROL,349.0,POLONNARUWA,BRAND NEW,2025.0,1,,CLASSIC 350
MOTOR CYCLE,AIMA,MAVERICK,CHINA,ELECTRIC,2.0,MATALE,BRAND NEW,2025.0,4,,MAVERICK
MOTOR CYCLE,DASTOL,DW-28,CHINA,ELECTRIC,2.0,RATNAPURA,BRAND NEW,2025.0,1,DW-28,Unknown
MOTOR CYCLE,EMAX,EG-1,CHINA,ELECTRIC,4.5,COLOMBO,BRAND NEW,2025.0,1,EG-1,Unknown
MOTOR CYCLE,AIMA,MAVERICK,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,2025.0,1,,MAVERICK
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,MONERAGALA,BRAND NEW-L/ASSEMBLE,2025.0,10,,PULSAR N160
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,GALLE,BRAND NEW,2025.0,2,,RUIBIN
MOTOR CYCLE,TMR QUANLE,XGW,CHINA,ELECTRIC,1.2,KALUTARA,BRAND NEW,2025.0,1,,XGW
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,KURUNEGALA,RECONDITIONED,2024.0,1,,PCX 125
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,VAVUNIYA,BRAND NEW,2025.0,1,,MYT
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,KALUTARA,BRAND NEW,2025.0,1,,MYT
MOTOR CYCLE,HONDA,PCX160,JAPAN,PETROL,157.0,GALLE,RECONDITIONED,2024.0,1,,PCX160
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,GALLE,RECONDITIONED,2025.0,1,,PCX
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,GAMPAHA,RECONDITIONED,2025.0,1,,PCX 125
MOTOR CYCLE,TMR QUANLE,ZL,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,2025.0,3,,ZL
MOTOR CYCLE,HONDA,REBEL,JAPAN,PETROL,249.0,COLOMBO,RECONDITIONED,2022.0,1,,REBEL
MOTOR CYCLE,AIMA,LIBERTY,CHINA,ELECTRIC,1.2,RATNAPURA,BRAND NEW,2025.0,1,,LIBERTY
MOTOR CYCLE,YADEA,M6,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,2025.0,2,,M6
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.32,POLONNARUWA,BRAND NEW-L/ASSEMBLE,2025.0,1,,PULSAR N160
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,HAMBANTOTA,BRAND NEW,2025.0,1,MKK-Z23E-12-C,Unknown
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,CHINA,ELECTRIC,1.8,ANURADHAPURA,BRAND NEW,2025.0,1,,M-MKK-Z30LJ-12-C
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,TRINCOMALEE,BRAND NEW,2025.0,1,,CT 100 ES
MOTOR CYCLE,TMR QUANLE,XGW,CHINA,ELECTRIC,1.2,TRINCOMALEE,BRAND NEW,2025.0,1,,XGW
MOTOR CYCLE,HERO,XTREME 125 R,INDIA,PETROL,124.7,RATNAPURA,BRAND NEW,2025.0,21,,XTREME 125 R
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,AMPARA,BRAND NEW,2025.0,8,,RUIBIN
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,POLONNARUWA,BRAND NEW,2025.0,45,,T5
MOTOR CYCLE,HERO,XTREME 125 R,INDIA,PETROL,124.7,TRINCOMALEE,BRAND NEW,2025.0,10,,XTREME 125 R
MOTOR CYCLE,HERO,HUNK 160,INDIA,PETROL,163.14,MANNAR,BRAND NEW,2025.0,5,,HUNK 160
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,2025.0,10,,T 9
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,VAVUNIYA,BRAND NEW,2025.0,1,,RUIBIN
MOTOR CYCLE,YAMAHA,RAY ZR STREET RALLY,INDIA,PETROL,113.0,PUTTALAM,BRAND NEW,2025.0,10,,RAY ZR STREET RALLY
MOTOR CYCLE,YAMAHA,RAY ZR,INDIA,PETROL,113.0,COLOMBO,BRAND NEW,2025.0,48,,RAY ZR
MOTOR CYCLE,RANOMOTO,GN 125H,CHINA,PETROL,124.0,RATNAPURA,BRAND NEW,2025.0,1,,GN 125H
MOTOR CYCLE,YADEA,TDR3538Z,CHINA,ELECTRIC,0.4,COLOMBO,RECONDITIONED,2025.0,1,,TDR3538Z
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,AMPARA,BRAND NEW-L/ASSEMBLE,2025.0,27,,GN125
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,COLOMBO,BRAND NEW,2024.0,1,,RV 400
MOTOR CYCLE,TVS,TVS RAIDER 125,SRI LANKA,PETROL,124.79,COLOMBO,BRAND NEW-L/ASSEMBLE,2025.0,1,,TVS RAIDER 125
MOTOR CYCLE,YAMAHA,FZ  VER 2.0,INDIA,PETROL,149.0,KEGALLE,BRAND NEW,2025.0,16,,FZ  VER 2.0
MOTOR CYCLE,YAMAHA,FZ S FI VER 4.0,INDIA,PETROL,149.0,TRINCOMALEE,BRAND NEW,2025.0,20,,FZ S FI VER 4.0
MOTOR CYCLE,YAMAHA,YZF R15 VER 4.0,INDIA,PETROL,155.0,JAFFNA,BRAND NEW,2025.0,25,,YZF R15 VER 4.0
MOTOR CYCLE,HONDA,DIO DLX,INDIA,PETROL,109.0,BADULLA,BRAND NEW,2025.0,24,,DIO DLX
MOTOR CYCLE,HONDA,DIO STD,INDIA,PETROL,109.0,BADULLA,BRAND NEW,2025.0,17,,DIO STD
MOTOR CYCLE,HONDA,DIO STD,INDIA,PETROL,109.0,MONERAGALA,BRAND NEW,2025.0,13,,DIO STD
MOTOR CYCLE,YAMAHA,FZ  VER 2.0,INDIA,PETROL,149.0,KURUNEGALA,BRAND NEW,2025.0,48,,FZ  VER 2.0
MOTOR CYCLE,YAMAHA,FZ S FI VER 4.0,INDIA,PETROL,149.0,MATALE,BRAND NEW,2025.0,13,,FZ S FI VER 4.0
MOTOR CYCLE,YAMAHA,YZF R15 VER 4.0,INDIA,PETROL,155.0,BATTICALOA,BRAND NEW,2025.0,19,,YZF R15 VER 4.0
MOTOR CYCLE,YAMAHA,RAY ZR 125,INDIA,PETROL,125.0,KANDY,BRAND NEW,2025.0,15,,RAY ZR 125
MOTOR CYCLE,BAJAJ,PULSAR N 160,INDIA,PETROL,164.32,MONERAGALA,BRAND NEW,2025.0,34,,PULSAR N 160
MOTOR CYCLE,BAJAJ,PULSAR N 160,INDIA,PETROL,164.32,VAVUNIYA,BRAND NEW,2025.0,38,,PULSAR N 160
MOTOR CYCLE,BAJAJ,PULSAR NS 200,INDIA,PETROL,199.5,POLONNARUWA,BRAND NEW,2025.0,64,,PULSAR NS 200
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,GAMPAHA,BRAND NEW-L/ASSEMBLE,2025.0,3,,DISCOVER 125
MOTOR CYCLE,DIMEN,D60,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,2025.0,1,,D60
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,MATARA,BRAND NEW-L/ASSEMBLE,2025.0,2,,MOPED SUPER
MOTOR CYCLE,RANOMOTO,PATTAYA DOUBLE POWER,CHINA,PETROL,80.0,KEGALLE,BRAND NEW,2025.0,2,,PATTAYA DOUBLE POWER
MOTOR CYCLE,RISE,LEADER R80 V2.0,SRI LANKA,ELECTRIC,1.5,HAMBANTOTA,BRAND NEW-L/MANUFACT,2025.0,13,,LEADER R80 V2.0
MOTOR CYCLE,RISE,LEADER R80 V2.0,SRI LANKA,ELECTRIC,1.5,RATNAPURA,BRAND NEW-L/MANUFACT,2025.0,7,,LEADER R80 V2.0
MOTOR CYCLE,RISE,LEADER R80 V2.0,SRI LANKA,ELECTRIC,1.5,POLONNARUWA,BRAND NEW-L/MANUFACT,2025.0,2,,LEADER R80 V2.0
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,COLOMBO,BRAND NEW-L/ASSEMBLE,2025.0,111,,PULSAR N160
MOTOR CYCLE,YAMAHA,RAY ZRSTREETRALLY125,INDIA,PETROL,125.0,MATARA,BRAND NEW,2025.0,20,,RAY ZRSTREETRALLY125
MOTOR CYCLE,AIMA,LIBERTY,CHINA,ELECTRIC,1.2,GALLE,BRAND NEW,2025.0,5,,LIBERTY
MOTOR CYCLE,LIMA,EL07,CHINA,ELECTRIC,1.5,KURUNEGALA,BRAND NEW,2025.0,54,,EL07
MOTOR CYCLE,LIMA,EL07,CHINA,ELECTRIC,1.5,MONERAGALA,BRAND NEW,2025.0,6,,EL07
MOTOR CYCLE,NWOW,TK 10,CHINA,ELECTRIC,0.8,GAMPAHA,BRAND NEW,2024.0,3,,TK 10
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,KILINOCHCHI,BRAND NEW-L/ASSEMBLE,2025.0,7,,GN125
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,CHINA,ELECTRIC,2.5,PUTTALAM,BRAND NEW,2025.0,2,,TS STREET HUNTER
MOTOR CYCLE,BAJAJ,PULSAR N 125,INDIA,PETROL,124.5,KURUNEGALA,BRAND NEW,2025.0,1,,PULSAR N 125
MOTOR CYCLE,BAJAJ,PULSAR N 125,INDIA,PETROL,124.5,POLONNARUWA,BRAND NEW,2025.0,1,,PULSAR N 125
MOTOR CYCLE,BAJAJ,PULSAR N 125,INDIA,PETROL,124.58,ANURADHAPURA,BRAND NEW,2025.0,27,,PULSAR N 125
MOTOR CYCLE,GAROW,FENGSHEN,CHINA,ELECTRIC,3.0,GAMPAHA,BRAND NEW,2024.0,1,,FENGSHEN
MOTOR CYCLE,HONDA,C 50 CUSTOM,JAPAN,PETROL,50.0,MATARA,RECONDITIONED,1999.0,1,,C 50 CUSTOM
MOTOR CYCLE,BAJAJ,BOXER,INDIA,PETROL,99.35,MATARA,BRAND NEW,2001.0,1,,BOXER
MOTOR CYCLE,HERO HONDA,SPLENDOR,INDIA,PETROL,100.0,MATARA,BRAND NEW,2002.0,1,,SPLENDOR
MOTOR CYCLE,LENCAR,ERC80,SRI LANKA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW-L/ASSEMBLE,2025.0,3,,ERC80
MOTOR CYCLE,TMR LUYUAN,COLA 5,CHINA,ELECTRIC,0.4,MONERAGALA,BRAND NEW,2025.0,3,,COLA 5
MOTOR CYCLE,SOLID,ROBOT,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,2025.0,1,,ROBOT
MOTOR CYCLE,TMR LUYUAN,COLA 5,CHINA,ELECTRIC,0.4,KURUNEGALA,BRAND NEW,2025.0,6,,COLA 5
MOTOR CYCLE,HONDA,DIO STD,INDIA,PETROL,109.0,JAFFNA,BRAND NEW,2025.0,27,,DIO STD
MOTOR CYCLE,BAJAJ,CT 100 ES,INDIA,PETROL,102.0,PUTTALAM,BRAND NEW,2025.0,5,,CT 100 ES
MOTOR CYCLE,HERO,XOOM-110,INDIA,PETROL,110.9,MONERAGALA,BRAND NEW,2025.0,37,XOOM-110,Unknown
MOTOR CYCLE,HERO,HF-DELUXE,INDIA,PETROL,97.2,KILINOCHCHI,BRAND NEW,2025.0,138,HF-DELUXE,Unknown
MOTOR CYCLE,HONDA,PCX160,VIETNAM,PETROL,157.0,KANDY,RECONDITIONED,2025.0,1,,PCX160
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,MATALE,BRAND NEW,2025.0,7,,T 9
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,MULLATIVU,BRAND NEW-L/ASSEMBLE,2025.0,20,,TVS XL 100
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,JAFFNA,BRAND NEW-L/ASSEMBLE,2025.0,27,,TVS XL 100
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.8,KANDY,BRAND NEW-L/ASSEMBLE,2025.0,3,,NTORQ 125
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,PUTTALAM,BRAND NEW,2025.0,9,,T 9
MOTOR CYCLE,YAMAHA,RAY ZR,INDIA,PETROL,113.0,BADULLA,BRAND NEW,2025.0,12,,RAY ZR
MOTOR CYCLE,BAJAJ,CT 100 ES,INDIA,PETROL,102.0,BADULLA,BRAND NEW,2025.0,2,,CT 100 ES
MOTOR CYCLE,YAMAHA,RAY ZRSTREETRALLY125,INDIA,PETROL,125.0,VAVUNIYA,BRAND NEW,2025.0,4,,RAY ZRSTREETRALLY125
MOTOR CYCLE,YAMAHA,RAY ZRSTREETRALLY125,INDIA,PETROL,125.0,MATALE,BRAND NEW,2025.0,7,,RAY ZRSTREETRALLY125
MOTOR CYCLE,YAMAHA,VINO,JAPAN,PETROL,49.0,PUTTALAM,RECONDITIONED,2015.0,1,,VINO
MOTOR CYCLE,TVS,TVS NTORQ 125 CC,INDIA,PETROL,124.8,KURUNEGALA,BRAND NEW,205.0,1,,TVS NTORQ 125 CC
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,JAFFNA,BRAND NEW-L/ASSEMBLE,2025.0,4,,DISCOVER 125
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,MATARA,BRAND NEW,2025.0,3,,RUIBIN
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,POLONNARUWA,BRAND NEW,2025.0,8,,T 9
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,MONERAGALA,BRAND NEW-L/ASSEMBLE,2025.0,1,,DISCOVER 125
MOTOR CYCLE,GAROW,SHIZHIZUO,CHINA,ELECTRIC,3.0,GAMPAHA,BRAND NEW,2024.0,1,,SHIZHIZUO
MOTOR CYCLE,NWOW,TK 10,CHINA,ELECTRIC,0.8,COLOMBO,BRAND NEW,2025.0,3,,TK 10
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,BATTICALOA,RECONDITIONED,2025.0,1,,ADV 160
MOTOR CYCLE,AIMA,ARIA,CHINA,ELECTRIC,0.8,HAMBANTOTA,BRAND NEW,2025.0,2,,ARIA
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,GAMPAHA,BRAND NEW-L/ASSEMBLE,2025.0,38,,PULSAR N160
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,157.0,KANDY,RECONDITIONED,2025.0,3,,PCX
MOTOR CYCLE,YAMAHA,RAY ZRSTREETRALLY125,INDIA,PETROL,125.0,ANURADHAPURA,BRAND NEW,2025.0,7,,RAY ZRSTREETRALLY125
MOTOR CYCLE,SENARO,CLICK 150,SRI LANKA,PETROL,150.0,NUWARA-ELIYA,BRAND NEW-L/ASSEMBLE,2025.0,1,,CLICK 150
MOTOR CYCLE,YAMAHA,RAY ZRSTREETRALLY125,INDIA,PETROL,125.0,KILINOCHCHI,BRAND NEW,2025.0,2,,RAY ZRSTREETRALLY125
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,KILINOCHCHI,BRAND NEW,2025.0,4,,T 9
MOTOR CYCLE,RANOMOTO,PATTAYA DOUBLE POWER,CHINA,PETROL,80.0,MONERAGALA,BRAND NEW,2025.0,3,,PATTAYA DOUBLE POWER
MOTOR CYCLE,HERO,XOOM-110,INDIA,PETROL,110.9,VAVUNIYA,BRAND NEW,2025.0,10,XOOM-110,Unknown
MOTOR CYCLE,HERO,XOOM-110,INDIA,PETROL,110.9,KILINOCHCHI,BRAND NEW,2025.0,48,XOOM-110,Unknown
MOTOR CYCLE,TMR QUANLE,G18,CHINA,ELECTRIC,2.0,KALUTARA,BRAND NEW,2025.0,1,,G18
MOTOR CYCLE,TMR LUYUAN,S18,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,2025.0,1,,S18
MOTOR CYCLE,HONDA,PCX125,JAPAN,PETROL,125.0,GAMPAHA,RECONDITIONED,2025.0,1,,PCX125
MOTOR CYCLE,AIMA,ARIA,CHINA,ELECTRIC,0.8,PUTTALAM,BRAND NEW,2025.0,1,,ARIA
MOTOR CYCLE,HONDA,PCX160,INDONESIA,PETROL,157.0,KANDY,BRAND NEW,2025.0,2,,PCX160
MOTOR CYCLE,BAJAJ,CT 100 ES,INDIA,PETROL,102.0,MANNAR,BRAND NEW,2025.0,1,,CT 100 ES
MOTOR CYCLE,RISE,LEADER R80,SRI LANKA,ELECTRIC,2.0,COLOMBO,BRAND NEW-L/MANUFACT,2025.0,1,,LEADER R80
MOTOR CYCLE,RISE,LEADER R80 V2.0,SRI LANKA,ELECTRIC,1.5,KEGALLE,BRAND NEW-L/MANUFACT,2025.0,1,,LEADER R80 V2.0
MOTOR CYCLE,YADEA,EPOC H,CHINA,ELECTRIC,2.0,KEGALLE,BRAND NEW,2025.0,3,,EPOC H
MOTOR CYCLE,ROYAL ENFIELD,CLASSIC 350,INDIA,PETROL,349.0,JAFFNA,BRAND NEW,2025.0,5,,CLASSIC 350
MOTOR CYCLE,SUPER SOCO,CPX,CHINA,ELECTRIC,4.3,COLOMBO,BRAND NEW,2025.0,1,,CPX
MOTOR CYCLE,TMR QUANLE,ZL,CHINA,ELECTRIC,2.0,TRINCOMALEE,BRAND NEW,2025.0,1,,ZL
MOTOR CYCLE,SURYA,SR COOL,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,2023.0,1,,SR COOL
MOTOR CYCLE,TVS,IQUBE,INDIA,ELECTRIC,3.34,BADULLA,BRAND NEW,2025.0,2,,IQUBE
MOTOR CYCLE,RANOMOTO,FLASH,CHINA,PETROL,79.0,MATALE,BRAND NEW,2025.0,1,,FLASH
MOTOR CYCLE,LENCAR,ERC80,SRI LANKA,ELECTRIC,1.2,COLOMBO,BRAND NEW-L/ASSEMBLE,2025.0,1,,ERC80
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,157.0,MATALE,RECONDITIONED,2025.0,1,,PCX
MOTOR CYCLE,AIMA,BREEZY,CHINA,ELECTRIC,0.8,KANDY,BRAND NEW,2025.0,1,,BREEZY
MOTOR CYCLE,YAMAHA,YZF-R15M,MALAYSIA,PETROL,155.0,KANDY,RECONDITIONED,2023.0,1,YZF-R15M,Unknown
MOTOR CYCLE,TVS,TVS NTORQ 125 CC,INDIA,PETROL,124.8,VAVUNIYA,NEW,2025.0,1,,TVS NTORQ 125 CC
MOTOR CYCLE,TMR QUANLE,ZL,CHINA,ELECTRIC,2.0,RATNAPURA,BRAND NEW,2025.0,2,,ZL
MOTOR CYCLE,TMR QUANLE,G18,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,2025.0,1,,G18
MOTOR CYCLE,HONDA,PCX,INDONESIA,PETROL,157.0,COLOMBO,BRAND NEW,2025.0,1,,PCX
MOTOR CYCLE,EMAX,EH-5,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,2025.0,1,EH-5,Unknown
MOTOR CYCLE,LUYUAN,M-MHH-Z30LJ,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,2025.0,1,,M-MHH-Z30LJ
MOTOR CYCLE,SOLID,S9,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,2025.0,1,,S9
MOTOR CYCLE,YAMAHA,RAY ZR 125,INDIA,PETROL,125.0,MANNAR,BRAND NEW,2025.0,7,,RAY ZR 125
MOTOR CYCLE,HONDA,PCX  125,VIETNAM,PETROL,124.0,KURUNEGALA,RECONDITIONED,2025.0,1,,PCX  125
MOTOR CYCLE,RISE,LEADER 125,SRI LANKA,PETROL,125.0,HAMBANTOTA,BRAND NEW-L/MANUFACT,2025.0,2,,LEADER 125
MOTOR CYCLE,REVOLT,RV 400,INDIA,ELECTRIC,3.0,GALLE,BRAND NEW,2025.0,1,,RV 400
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.32,BADULLA,BRAND NEW-L/ASSEMBLE,2025.0,1,,PULSAR N160
MOTOR CYCLE,YADEA,M6,CHINA,ELECTRIC,1.2,ANURADHAPURA,BRAND NEW,2025.0,1,,M6
MOTOR CYCLE,LIMA,EL07,CHINA,ELECTRIC,1.5,JAFFNA,BRAND NEW,2025.0,1,,EL07
MOTOR CYCLE,YADEA,M6,CHINA,ELECTRIC,1.2,POLONNARUWA,BRAND NEW,2025.0,1,,M6
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,MATALE,BRAND NEW,2025.0,1,,RUIBIN
MOTOR CYCLE,AIMA,MANA,CHINA,ELECTRIC,1.5,KILINOCHCHI,BRAND NEW,2025.0,1,,MANA
MOTOR CYCLE,YAMAHA,FZ S FI VER 4.0,INDIA,PETROL,149.0,KALUTARA,BOUGHT FROM AUCTION,2025.0,1,,FZ S FI VER 4.0
MOTOR CYCLE,TMR QUANLE,XGW,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,2025.0,1,,XGW
MOTOR CYCLE,TMR QUANLE,ZL,CHINA,ELECTRIC,2.0,BADULLA,BRAND NEW,2025.0,1,,ZL
MOTOR CYCLE,HERO,HUNK 160,INDIA,PETROL,163.14,POLONNARUWA,BRAND NEW,2025.0,21,,HUNK 160
MOTOR CYCLE,YAMAHA,RAY ZR STREET RALLY,INDIA,PETROL,113.0,BATTICALOA,BRAND NEW,2025.0,18,,RAY ZR STREET RALLY
MOTOR CYCLE,YAMAHA,FZ S FI VER 4.0,INDIA,PETROL,149.0,VAVUNIYA,BRAND NEW,2025.0,3,,FZ S FI VER 4.0
MOTOR CYCLE,YAMAHA,FZ S FI VER 4.0,INDIA,PETROL,149.0,JAFFNA,BRAND NEW,2025.0,18,,FZ S FI VER 4.0
MOTOR CYCLE,YAMAHA,RAY ZR,INDIA,PETROL,113.0,MULLATIVU,BRAND NEW,2025.0,6,,RAY ZR
MOTOR CYCLE,YAMAHA,RAY ZR STREET RALLY,INDIA,PETROL,113.0,GAMPAHA,BRAND NEW,2025.0,42,,RAY ZR STREET RALLY
MOTOR CYCLE,BAJAJ,M 80 4S,INDIA,PETROL,80.0,AMPARA,BRAND NEW,2002.0,1,,M 80 4S
MOTOR CYCLE,VMOTO,CITI,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,2025.0,6,,CITI
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,ANURADHAPURA,BRAND NEW-L/ASSEMBLE,2025.0,15,,GN125
MOTOR CYCLE,HERO,XOOM-110,INDIA,PETROL,110.9,AMPARA,BRAND NEW,2025.0,96,XOOM-110,Unknown
MOTOR CYCLE,YAMAHA,RAY ZR 125,INDIA,PETROL,125.0,BATTICALOA,BRAND NEW,2025.0,48,,RAY ZR 125
MOTOR CYCLE,YAMAHA,RAY ZRSTREETRALLY125,INDIA,PETROL,125.0,BADULLA,BRAND NEW,2025.0,11,,RAY ZRSTREETRALLY125
