iter	RMSE
201	0.1648969809
202	0.1643418819
203	0.1636992375
204	0.1632167481
205	0.1624462477
206	0.1620910353
207	0.1614208656
208	0.1606577957
209	0.1598908593
210	0.159296285
211	0.1588115801
212	0.1582264078
213	0.1578428761
214	0.1572005275
215	0.1565337492
216	0.1559439715
217	0.1551668777
218	0.154560659
219	0.1539948428
220	0.1533665245
221	0.1526943268
222	0.152067601
223	0.1516685241
224	0.1514632693
225	0.1507291795
226	0.1500215954
227	0.1494131396
228	0.1488030957
229	0.1481667911
230	0.1476186019
231	0.1472075164
232	0.1467056532
233	0.145924602
234	0.1454151023
235	0.1448547835
236	0.144315014
237	0.1440008272
238	0.1433791643
239	0.1431029633
240	0.1426072222
241	0.1421512712
242	0.1416114133
243	0.1411493076
244	0.1405696014
245	0.1400643607
246	0.1395317393
247	0.1390887457
248	0.1387326445
249	0.1381733132
250	0.1376748551
251	0.1371887662
252	0.1368974665
253	0.1364740327
254	0.1359664448
255	0.1355447206
256	0.1352243454
257	0.1346943604
258	0.1341855966
259	0.1336878441
260	0.1334153332
261	0.133199695
262	0.1327242086
263	0.1323226098
264	0.1320735282
265	0.1315255777
266	0.1310611838
267	0.130809962
268	0.1305502328
269	0.1301184722
270	0.1296053789
271	0.129133851
272	0.1285973825
273	0.1280516141
274	0.1276261842
275	0.1272474384
276	0.1266924335
277	0.1263015084
278	0.1259728002
279	0.1257118411
280	0.125318273
281	0.1247671302
282	0.124391316
283	0.1243393551
284	0.1238833072
285	0.1234281688
286	0.1229677667
287	0.1225471461
288	0.1221174027
289	0.1217455557
290	0.121518793
291	0.1210435723
292	0.1206361434
293	0.1203124949
294	0.1199226287
295	0.119605768
296	0.1192880866
297	0.1188615724
298	0.1186575063
299	0.1181990074
300	0.1179974342
301	0.117815159
302	0.1173219308
303	0.1171287786
304	0.1168609528
305	0.1165581998
306	0.1162246978
307	0.1158965805
308	0.1154914478
309	0.1151153899
310	0.1147272993
311	0.1143588882
312	0.1139227797
313	0.1134743665
314	0.113300562
315	0.1132154868
316	0.1127717172
317	0.1123276622
318	0.1119247105
319	0.1115615956
320	0.1111992866
321	0.1107665556
322	0.110601982
323	0.1101757331
324	0.1098176264
325	0.1092840481
326	0.1088580592
327	0.1085708825
328	0.1082230505
329	0.1079309588
330	0.107713675
331	0.1073528597
332	0.1072084871
333	0.1068451004
334	0.1065549104
335	0.1063828109
336	0.1060215398
337	0.1057327337
338	0.1054016878
339	0.1050693395
340	0.1046716102
341	0.1044132417
342	0.1040683321
343	0.1038066724
344	0.1034659804
345	0.1030891354
346	0.1027339829
347	0.102404361
348	0.1019860159
349	0.1015506332
350	0.1013247438
351	0.1009663115
352	0.1005893004
353	0.1004385494
354	0.1002364698
355	0.1000797568
356	0.09985470257
357	0.09955022236
358	0.09923651133
359	0.09896300053
360	0.09867012691
361	0.09828740421
362	0.09794860247
363	0.09759251013
364	0.09725538847
365	0.09702175039
366	0.09672002068
367	0.09633575939
368	0.09594932911
369	0.09560467275
370	0.095225539
371	0.09495360207
372	0.09484649053
373	0.09460390029
374	0.09420225387
375	0.09384998857
376	0.09356592653
377	0.09332717804
378	0.09302956072
379	0.09272067692
380	0.09247593434
381	0.09222755107
382	0.09199216553
383	0.09178596006
384	0.09157868536
385	0.09130759641
386	0.09107419398
387	0.09090672447
388	0.09065006262
389	0.09029320928
390	0.08998004472
391	0.08985226027
392	0.089561054
393	0.08930915173
394	0.08907756642
395	0.08878212609
396	0.08851334004
397	0.08842969928
398	0.08835304454
399	0.08823754155
400	0.08804557155
401	0.08780381485
402	0.08756450704
403	0.0873379172
404	0.08718934269
405	0.0870856036
406	0.08673334889
407	0.08653667516
408	0.08618541496
409	0.08590342315
410	0.08563869817
411	0.08542357574
412	0.08522700806
413	0.08515422029
414	0.08493213346
415	0.08480534408
416	0.08454969558
417	0.08433308325
418	0.08410766262
419	0.08387216074
420	0.08368569883
421	0.08358776621
422	0.08327097268
423	0.08301842649
424	0.08289670013
425	0.08258125649
426	0.08224967883
427	0.08202506615
428	0.08193948468
429	0.08174443357
430	0.08140526909
431	0.08113659478
432	0.08093041992
433	0.08071501171
434	0.08051884316
435	0.0803346007
436	0.08010151832
437	0.07997288026
438	0.07974635468
439	0.07951350548
440	0.0793781187
441	0.07916954571
442	0.07897338314
443	0.07888101312
444	0.07881983609
445	0.07855858305
446	0.07844589782
447	0.0781492946
448	0.07785119092
449	0.07755273017
450	0.07734953336
451	0.07711215366
452	0.07702341446
453	0.07684277731
454	0.07668709316
455	0.07658938759
456	0.0763120138
457	0.07613562798
458	0.07589104553
459	0.07571802723
460	0.07562092042
461	0.07544587891
462	0.07532847133
463	0.07526366884
464	0.07504172809
465	0.07483792044
466	0.07468157715
467	0.07459673926
468	0.07435722398
469	0.07417581128
470	0.07391763491
471	0.07380161836
472	0.0737124764
473	0.07343362512
474	0.07317262474
475	0.07313737433
476	0.07282249161
477	0.07264903582
478	0.07246744438
479	0.07230142566
480	0.07200564377
481	0.07180389868
482	0.07149573895
483	0.07141032685
484	0.0713660544
485	0.07132457804
486	0.07119076676
487	0.07110977617
488	0.07093114824
489	0.07076941652
490	0.07059055943
491	0.07051550191
492	0.07028943052
493	0.07005302859
494	0.06984632705
495	0.06971784715
496	0.06956992314
497	0.06948191642
498	0.06924060403
499	0.06903459105
500	0.06882990929
501	0.06879791946
502	0.06869894985
503	0.06858318248
504	0.06852359885
505	0.06836923287
506	0.06818838368
507	0.06799619925
508	0.06784273122
509	0.06759600444
510	0.06740568704
511	0.06725677391
512	0.06721084787
513	0.06694769556
514	0.06671985794
515	0.06663386365
516	0.06655305448
517	0.06627769262
518	0.06612204617
519	0.0659679758
520	0.06582970274
521	0.06576613065
522	0.06549283017
523	0.06528301841
524	0.0652443587
525	0.06509743371
526	0.06481982168
527	0.06464674347
528	0.06446409719
529	0.06427497113
530	0.06421764417
531	0.06418635921
532	0.06398560525
533	0.06392294722
534	0.06376130887
535	0.06365544277
536	0.06350972501
537	0.0633817879
538	0.06316225802
539	0.06294431747
540	0.06283995834
541	0.06266190016
542	0.06252346372
543	0.06241618338
544	0.06221382101
545	0.06206407495
546	0.06199353466
547	0.06184969614
548	0.0616102601
549	0.0614830455
550	0.06137177892
551	0.06123146378
552	0.06107541032
553	0.06088829347
554	0.06080066128
555	0.0606985467
556	0.06056765003
557	0.06048953972
558	0.06032197858
559	0.06017327367
560	0.05993501631
561	0.05988624596
562	0.05975122014
563	0.05955623099
564	0.05940735513
565	0.05928648526
566	0.05912523343
567	0.0589122258
568	0.05876554947
569	0.05863724279
570	0.05857099735
571	0.05847422357
572	0.05834996768
573	0.05818907569
574	0.0580239642
575	0.05790699126
576	0.05778021326
577	0.05774562146
578	0.05749076431
579	0.05737727697
580	0.05715870669
581	0.05703007621
582	0.05683465641
583	0.05666964354
584	0.05651365908
585	0.05640292459
586	0.05622619811
587	0.05610861353
588	0.05607027262
589	0.05591457585
590	0.05573924242
591	0.05559555285
592	0.05547577843
593	0.05539120199
594	0.05528572749
595	0.05518560502
596	0.05501123815
597	0.0549126502
598	0.05482794507
599	0.05472768922
600	0.05451818725
601	0.05443183919
602	0.05424950858
603	0.05416721403
604	0.05398533503
605	0.05391829658
606	0.0538244319
607	0.05366419198
608	0.05354702891
609	0.05346399225
610	0.05335753889
611	0.05319629972
612	0.05298119719
613	0.05289262486
614	0.05283172563
615	0.05266570786
616	0.05257473495
617	0.05243800738
618	0.05232454287
619	0.05221403678
620	0.05214908639
621	0.0520489946
622	0.05192902561
623	0.0518472502
624	0.05178629871
625	0.05162089812
626	0.05145022173
627	0.05125529983
628	0.05109370251
629	0.05098079592
630	0.05083314745
631	0.05074420484
632	0.05059952236
633	0.05053478173
634	0.05047955851
635	0.05036269186
636	0.05027206901
637	0.0501964093
638	0.05009069707
639	0.0499851231
640	0.04990314855
641	0.04972231431
642	0.04963509059
643	0.04946606229
644	0.04937349527
645	0.04929161706
646	0.04914083866
647	0.04908223655
648	0.04893248283
649	0.04883737961
650	0.04874357385
651	0.04866414645
652	0.04860917712
653	0.04845035194
654	0.04834475357
655	0.04823942236
656	0.04816099679
657	0.04805135499
658	0.04794428502
659	0.0478651468
660	0.04770531999
661	0.04763992675
662	0.04755252087
663	0.04749038723
664	0.04728936749
665	0.04709094693
666	0.04703558134
667	0.04693360345
668	0.04686387164
669	0.04683311981
670	0.04666383356
671	0.04659137846
672	0.04646826149
673	0.04637948323
674	0.04625940541
675	0.04612293137
676	0.0460441421
677	0.04594183395
678	0.0458854986
679	0.04582286728
680	0.04572093435
681	0.04569144527
682	0.04559589905
683	0.04549670999
684	0.04540438596
685	0.04525653881
686	0.04523141885
687	0.04517249611
688	0.04513573084
689	0.04506081109
690	0.04496298826
691	0.04493294526
692	0.04480556911
693	0.04474731224
694	0.04468826984
695	0.04455339717
696	0.04444260306
697	0.04437517377
698	0.04430706278
699	0.04422297604
700	0.04409285832
701	0.04397684951
702	0.04381943368
703	0.04378579312
704	0.04376754468
705	0.04362942508
706	0.04356053474
707	0.04347731544
708	0.0433083632
709	0.04323578981
710	0.04315222787
