Title,Price,Year,Fuel,Engine,Transmission,Posted,URL,Page,Source,Full_Text,Price_Numeric
Suzuki Baleno 2002 Car,"Rs. 2,500,000",2002,,,,,https://riyasewana.com/buy/suzuki-baleno-sale-colombo-10894191,5,li,"Suzuki Baleno 2002 Car Colombo Rs. 2,500,000 1 (km) 2025-12-14",2500000
Daihatsu MIRA ES SAFETY 2023 Car,"Rs. 6,390,000",2023,,,,,https://riyasewana.com/buy/daihatsu-mira-es-sale-galle-10894186,5,li,"Daihatsu MIRA ES SAFETY 2023 Car Galle Rs. 6,390,000 10000 (km) 2025-12-14",6390000
Toyota Vitz 2008 Car,"Rs. 5,490,000",2008,,,,,https://riyasewana.com/buy/toyota-vitz-sale-kotte-10894184,5,li,"Toyota Vitz 2008 Car Kotte Rs. 5,490,000 175000 (km) 2025-12-14",5490000
Mazda Axela 2014 Car,"Rs. 9,275,000",2014,,,,,https://riyasewana.com/buy/mazda-axela-sale-colombo-10894180,5,li,"Mazda Axela 2014 Car Colombo Rs. 9,275,000 12000 (km) 2025-12-14",9275000
Perodua VIVA ELITE 2011 Car,"Rs. 4,790,000",2011,,,,,https://riyasewana.com/buy/perodua-viva-elite-sale-malabe-10894178,5,li,"Perodua VIVA ELITE 2011 Car Malabe Rs. 4,790,000 136000 (km) 2025-12-14",4790000
BMW 523i Stage 1 M5 Kitted 2010 Car,"Rs. 16,900,000",2010,,,,,https://riyasewana.com/buy/bmw-523i-stage-sale-colombo-10894172,5,li,"BMW 523i Stage 1 M5 Kitted 2010 Car Colombo Rs. 16,900,000 100000 (km) 2025-12-14",16900000
Nissan N16 Super Saloon 2000 Car,,2000,,,,,https://riyasewana.com/buy/nissan-n16-super-sale-kandy-10894168,5,li,Nissan N16 Super Saloon 2000 Car Kandy Negotiable 206000 (km) 2025-12-14,0
Nissan Wingroad WFY11 2003 Car,"Rs. 4,850,000",2003,,,,,https://riyasewana.com/buy/nissan-wingroad-wfy11-sale-gampaha-10894162,5,li,"Nissan Wingroad WFY11 2003 Car Gampaha Rs. 4,850,000 190000 (km) 2025-12-14",4850000
Nissan Sb14 1997 Car,"Rs. 2,925,000",1997,,,,,https://riyasewana.com/buy/nissan-sb14-sale-nuwara-eliya-10894159,5,li,"Nissan Sb14 1997 Car Nuwara-Eliya Rs. 2,925,000 170000 (km) 2025-12-14",2925000
Toyota PREMIO G SUPERIOR 2010 Car,"Rs. 10,390,000",2010,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-nugegoda-10894158,5,li,"Toyota PREMIO G SUPERIOR 2010 Car Nugegoda Rs. 10,390,000 168000 (km) 2025-12-14",10390000
Toyota Corolla Wagon 1996 Car,"Rs. 2,850,000",1996,,,,,https://riyasewana.com/buy/toyota-corolla-wagon-sale-gampaha-10894150,5,li,"Toyota Corolla Wagon 1996 Car Gampaha Rs. 2,850,000 210000 (km) 2025-12-14",2850000
BMW 320D 2011 Car,"Rs. 11,800,000",2011,,,,,https://riyasewana.com/buy/bmw-320d-sale-kalutara-10894146,5,li,"BMW 320D 2011 Car Kalutara Rs. 11,800,000 155000 (km) 2025-12-14",11800000
Honda Insight 2009 Car,"Rs. 6,850,000",2009,,,,,https://riyasewana.com/buy/honda-insight-sale-ja-ela-10894145,5,li,"Honda Insight 2009 Car Ja-Ela Rs. 6,850,000 178000 (km) 2025-12-14",6850000
Suzuki WAGON R STINGRAY 2018 Car,"Rs. 7,490,000",2018,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-nugegoda-10894144,5,li,"Suzuki WAGON R STINGRAY 2018 Car Nugegoda Rs. 7,490,000 104000 (km) 2025-12-14",7490000
Honda Fit GP4 2015 Car,,2015,,,,,https://riyasewana.com/buy/honda-fit-gp4-sale-kandy-10894142,5,li,Honda Fit GP4 2015 Car Kandy Negotiable 100000 (km) 2025-12-14,0
Nissan FB15 Super Saloon 2003 Car,"Rs. 5,200,000",2003,,,,,https://riyasewana.com/buy/nissan-fb15-super-sale-ampara-10894140,5,li,"Nissan FB15 Super Saloon 2003 Car Ampara Rs. 5,200,000 90000 (km) 2025-12-14",5200000
Toyota Soluna 2004 Car,"Rs. 3,350,000",2004,,,,,https://riyasewana.com/buy/toyota-soluna-sale-warakapola-10894139,5,li,"Toyota Soluna 2004 Car Warakapola Rs. 3,350,000 1 (km) 2025-12-14",3350000
Suzuki Baleno 2016 Car,"Rs. 7,250,000",2016,,,,,https://riyasewana.com/buy/suzuki-baleno-sale-colombo-10894138,5,li,"Suzuki Baleno 2016 Car Colombo Rs. 7,250,000 83998 (km) 2025-12-14",7250000
Mazda Luce 1970 Car,,1970,,,,,https://riyasewana.com/buy/mazda-luce-sale-kandy-10894137,5,li,Mazda Luce 1970 Car Kandy Negotiable 2025-12-14,0
Toyota ROOMY SAFETY DUAL POWER 2023 Car,"Rs. 9,300,000",2023,,,,,https://riyasewana.com/buy/toyota-roomy-safety-sale-boralesgamuwa-10894134,5,li,"Toyota ROOMY SAFETY DUAL POWER 2023 Car Boralesgamuwa Rs. 9,300,000 14000 (km) 2025-12-14",9300000
Daihatsu Mira Es Limited G Grade 2024 Car,,2024,,,,,https://riyasewana.com/buy/daihatsu-mira-es-sale-panadura-10894131,5,li,Daihatsu Mira Es Limited G Grade 2024 Car Panadura Negotiable 13500 (km) 2025-12-14,0
Suzuki Celerio VXI 2016 Car,"Rs. 5,475,000",2016,,,,,https://riyasewana.com/buy/suzuki-celerio-vxi-sale-colombo-10894130,5,li,"Suzuki Celerio VXI 2016 Car Colombo Rs. 5,475,000 142000 (km) 2025-12-14",5475000
Nissan FB14 1995 Car,,1995,,,,,https://riyasewana.com/buy/nissan-fb14-sale-kadawatha-10894126,5,li,Nissan FB14 1995 Car Kadawatha Negotiable 258000 (km) 2025-12-14,0
Toyota Corona EST 150 1983 Car,"Rs. 1,590,000",1983,,,,,https://riyasewana.com/buy/toyota-corona-est-sale-nugegoda-10894125,5,li,"Toyota Corona EST 150 1983 Car Nugegoda Rs. 1,590,000 276000 (km) 2025-12-14",1590000
Suzuki Alto 2011 Car,"Rs. 2,995,000",2011,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kurunegala-10894121,5,li,"Suzuki Alto 2011 Car Kurunegala Rs. 2,995,000 174526 (km) 2025-12-14",2995000
Honda CIVIC 1986 Car,"Rs. 1,275,000",1986,,,,,https://riyasewana.com/buy/honda-civic-sale-matara-10894118,5,li,"Honda CIVIC 1986 Car Matara Rs. 1,275,000 1111 (km) 2025-12-14",1275000
Mitsubishi EK WAGON 2016 Car,"Rs. 5,790,000",2016,,,,,https://riyasewana.com/buy/mitsubishi-ek-wagon-sale-malabe-10894113,5,li,"Mitsubishi EK WAGON 2016 Car Malabe Rs. 5,790,000 104000 (km) 2025-12-14",5790000
Hyundai Accent 2000 Car,"Rs. 2,390,000",2000,,,,,https://riyasewana.com/buy/hyundai-accent-sale-padukka-10894106,5,li,"Hyundai Accent 2000 Car Padukka Rs. 2,390,000 157000 (km) 2025-12-14",2390000
Mazda FAMILIA 1986 Car,"Rs. 895,000",1986,,,,,https://riyasewana.com/buy/mazda-familia-sale-matara-10894101,5,li,"Mazda FAMILIA 1986 Car Matara Rs. 895,000 111 (km) 2025-12-14",895000
Nissan Dayz Highway Star X Hybrid 2024 Car,"Rs. 8,350,000",2024,Hybrid,,,,https://riyasewana.com/buy/nissan-dayz-highway-sale-colombo-10891093,6,li,"Nissan Dayz Highway Star X Hybrid 2024 Car Colombo Rs. 8,350,000 4000 (km) 2025-12-14",8350000
Suzuki Wagon R Custom ZT 4-Way 2024 Car,"Rs. 9,250,000",2024,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-10890693,6,li,"Suzuki Wagon R Custom ZT 4-Way 2024 Car Nittambuwa Rs. 9,250,000 3400 (km) 2025-12-14",9250000
Toyota Premio G Superior 2010 Car,,2010,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-colombo-10891733,6,li,Toyota Premio G Superior 2010 Car Colombo Negotiable 160 (km) 2025-12-14,0
Toyota Axio G Grade 2015 Car,"Rs. 10,900,000",2015,,,,,https://riyasewana.com/buy/toyota-axio-g-sale-ambalangoda-10892979,6,li,"Toyota Axio G Grade 2015 Car Ambalangoda Rs. 10,900,000 180000 (km) 2025-12-14",10900000
Nissan Dayz 2018 Car,"Rs. 5,555,000",2018,,,,,https://riyasewana.com/buy/nissan-dayz-sale-bandaragama-10894097,6,li,"Nissan Dayz 2018 Car Bandaragama Rs. 5,555,000 86 (km) 2025-12-14",5555000
Toyota Vitz Safety Edition 2017 Car,"Rs. 7,390,000",2017,,,,,https://riyasewana.com/buy/toyota-vitz-safety-sale-wattala-10894095,6,li,"Toyota Vitz Safety Edition 2017 Car Wattala Rs. 7,390,000 95000 (km) 2025-12-14",7390000
Nissan FB15 2002 Car,"Rs. 4,750,000",2002,,,,,https://riyasewana.com/buy/nissan-fb15-sale-kandy-10894092,6,li,"Nissan FB15 2002 Car Kandy Rs. 4,750,000 158600 (km) 2025-12-14",4750000
Hyundai Accent 2001 Car,"Rs. 2,320,000",2001,,,,,https://riyasewana.com/buy/hyundai-accent-sale-kelaniya-10894091,6,li,"Hyundai Accent 2001 Car Kelaniya Rs. 2,320,000 160000 (km) 2025-12-14",2320000
Proton WIRA 2000 Car,"Rs. 2,575,000",2000,,,,,https://riyasewana.com/buy/proton-wira-sale-homagama-10894089,6,li,"Proton WIRA 2000 Car Homagama Rs. 2,575,000 179111 (km) 2025-12-14",2575000
Mazda Demio 2001 Car,,2001,,,,,https://riyasewana.com/buy/mazda-demio-sale-matara-10894087,6,li,Mazda Demio 2001 Car Matara Negotiable 1111 (km) 2025-12-14,0
Suzuki Maruti 2011 Car,"Rs. 2,300,000",2011,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-negombo-10894086,6,li,"Suzuki Maruti 2011 Car Negombo Rs. 2,300,000 52000 (km) 2025-12-14",2300000
Micro Panda 2012 Car,"Rs. 2,500,000",2012,,,,,https://riyasewana.com/buy/micro-panda-sale-anuradapura-10893260,6,li,"Micro Panda 2012 Car Anuradapura Rs. 2,500,000 108639 (km) 2025-12-14",2500000
Tata NANO LX 2011 Car,"Rs. 1,590,000",2011,,,,,https://riyasewana.com/buy/tata-nano-lx-sale-malabe-10894083,6,li,"Tata NANO LX 2011 Car Malabe Rs. 1,590,000 161250 (km) 2025-12-14",1590000
Hyundai ACCENT 2001 Car,"Rs. 2,320,000",2001,,,,,https://riyasewana.com/buy/hyundai-accent-sale-kelaniya-10894081,6,li,"Hyundai ACCENT 2001 Car Kelaniya Rs. 2,320,000 160000 (km) 2025-12-14",2320000
Toyota COROLLA 1988 Car,"Rs. 1,695,000",1988,,,,,https://riyasewana.com/buy/toyota-corolla-sale-homagama-10894078,6,li,"Toyota COROLLA 1988 Car Homagama Rs. 1,695,000 208727 (km) 2025-12-14",1695000
Alfa-Romeo Giulia 156 1998 Car,"Rs. 3,600,000",1998,,,,,https://riyasewana.com/buy/alfa-romeo-giulia-156-sale-dehiwala-mount-lavinia-10894077,6,li,"Alfa-Romeo Giulia 156 1998 Car Dehiwala-Mount-Lavinia Rs. 3,600,000 1400000 (km) 2025-12-14",3600000
Suzuki Alto 2015 Car,"Rs. 3,850,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kegalle-10894075,6,li,"Suzuki Alto 2015 Car Kegalle Rs. 3,850,000 86000 (km) 2025-12-14",3850000
Nissan NOTE 2010 Car,"Rs. 5,250,000",2010,,,,,https://riyasewana.com/buy/nissan-note-sale-panadura-10894062,6,li,"Nissan NOTE 2010 Car Panadura Rs. 5,250,000 143000 (km) 2025-12-14",5250000
Nissan Bluebird 1999 Car,"Rs. 3,475,000",1999,,,,,https://riyasewana.com/buy/nissan-bluebird-sale-homagama-10894061,6,li,"Nissan Bluebird 1999 Car Homagama Rs. 3,475,000 262863 (km) 2025-12-14",3475000
Toyota Aqua 2014 Car,,2014,,,,,https://riyasewana.com/buy/toyota-aqua-sale-ragama-10894057,6,li,Toyota Aqua 2014 Car Ragama Negotiable 1010000 (km) 2025-12-14,0
Toyota PREMIO 240 2002 Car,"Rs. 7,500,000",2002,,,,,https://riyasewana.com/buy/toyota-premio-240-sale-ragama-10894055,6,li,"Toyota PREMIO 240 2002 Car Ragama Rs. 7,500,000 154000 (km) 2025-12-14",7500000
Toyota Axio G Grade 2015 Car,"Rs. 9,975,000",2015,,,,,https://riyasewana.com/buy/toyota-axio-g-sale-ambalangoda-10894052,6,li,"Toyota Axio G Grade 2015 Car Ambalangoda Rs. 9,975,000 11000 (km) 2025-12-14",9975000
Suzuki Zen 2000 Car,"Rs. 1,550,000",2000,,,,,https://riyasewana.com/buy/suzuki-zen-sale-nugegoda-10894051,6,li,"Suzuki Zen 2000 Car Nugegoda Rs. 1,550,000 180000 (km) 2025-12-14",1550000
Honda Grace Ex GM4 2016 Car,"Rs. 9,550,000",2016,,,,,https://riyasewana.com/buy/honda-grace-ex-sale-dehiwala-mount-lavinia-10894048,6,li,"Honda Grace Ex GM4 2016 Car Dehiwala-Mount-Lavinia Rs. 9,550,000 150000 (km) 2025-12-14",9550000
Toyota COROLLA DX 1984 Car,"Rs. 1,875,000",1984,,,,,https://riyasewana.com/buy/toyota-corolla-dx-sale-homagama-10894046,6,li,"Toyota COROLLA DX 1984 Car Homagama Rs. 1,875,000 210123 (km) 2025-12-14",1875000
Toyota VITZ KSP90 2015 Car,"Rs. 7,285,000",2015,,,,,https://riyasewana.com/buy/toyota-vitz-ksp90-sale-ja-ela-10894045,6,li,"Toyota VITZ KSP90 2015 Car Ja-Ela Rs. 7,285,000 29750 (km) 2025-12-14",7285000
Toyota Aqua 2013 Car,"Rs. 6,650,000",2013,,,,,https://riyasewana.com/buy/toyota-aqua-sale-katunayake-10894043,6,li,"Toyota Aqua 2013 Car Katunayake Rs. 6,650,000 130000 (km) 2025-12-14",6650000
Suzuki Alto Lxi 2013 Car,"Rs. 3,390,000",2013,,,,,https://riyasewana.com/buy/suzuki-alto-lxi-sale-galle-10894040,6,li,"Suzuki Alto Lxi 2013 Car Galle Rs. 3,390,000 98250 (km) 2025-12-14",3390000
Toyota PREMIO G SUPERIOR 2017 Car,"Rs. 15,000,000",2017,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-kandy-10894035,6,li,"Toyota PREMIO G SUPERIOR 2017 Car Kandy Rs. 15,000,000 115000 (km) 2025-12-14",15000000
Honda Insight 2010 Car,"Rs. 6,950,000",2010,,,,,https://riyasewana.com/buy/honda-insight-sale-galle-10894030,6,li,"Honda Insight 2010 Car Galle Rs. 6,950,000 200000 (km) 2025-12-14",6950000
Suzuki Alto Japan 2003 Car,"Rs. 3,500,000",2003,,,,,https://riyasewana.com/buy/suzuki-alto-japan-sale-panadura-10894026,6,li,"Suzuki Alto Japan 2003 Car Panadura Rs. 3,500,000 140000 (km) 2025-12-14",3500000
Mazda Mister 90 1995 Car,"Rs. 1,600,000",1995,,,,,https://riyasewana.com/buy/mazda-mister-90-sale-batticaloa-10894021,6,li,"Mazda Mister 90 1995 Car Batticaloa Rs. 1,600,000 114101 (km) 2025-12-14",1600000
Toyota CORONA 1991 Car,"Rs. 2,055,000",1991,,,,,https://riyasewana.com/buy/toyota-corona-sale-homagama-10894020,6,li,"Toyota CORONA 1991 Car Homagama Rs. 2,055,000 236333 (km) 2025-12-14",2055000
Suzuki Alto 2016 Car,"Rs. 3,575,000",2016,,,,,https://riyasewana.com/buy/suzuki-alto-sale-colombo-10894018,6,li,"Suzuki Alto 2016 Car Colombo Rs. 3,575,000 144000 (km) 2025-12-14",3575000
Suzuki Maruti 800 2006 Car,"Rs. 1,990,000",2006,,,,,https://riyasewana.com/buy/suzuki-maruti-800-sale-gampaha-10894013,6,li,"Suzuki Maruti 800 2006 Car Gampaha Rs. 1,990,000 89000 (km) 2025-12-14",1990000
Suzuki Alto K10 Outomatic Vxi 2016 Car,"Rs. 4,290,000",2016,,,,,https://riyasewana.com/buy/suzuki-alto-k10-sale-galle-10894012,6,li,"Suzuki Alto K10 Outomatic Vxi 2016 Car Galle Rs. 4,290,000 120000 (km) 2025-12-14",4290000
Toyota Premio 2017 Car,"Rs. 15,000,000",2017,,,,,https://riyasewana.com/buy/toyota-premio-sale-kandy-10894010,6,li,"Toyota Premio 2017 Car Kandy Rs. 15,000,000 84000 (km) 2025-12-14",15000000
Toyota Carina AT 170 My Road 1992 Car,,1992,,,,,https://riyasewana.com/buy/toyota-carina-at-sale-wattala-10894009,6,li,Toyota Carina AT 170 My Road 1992 Car Wattala Negotiable 187000 (km) 2025-12-14,0
Daihatsu Mira Pixis X Limited 2023 Car,"Rs. 6,490,000",2023,,,,,https://riyasewana.com/buy/daihatsu-mira-pixis-sale-ragama-10894008,6,li,"Daihatsu Mira Pixis X Limited 2023 Car Ragama Rs. 6,490,000 3500 (km) 2025-12-14",6490000
Toyota Corolla Elephant Back 1997 Car,"Rs. 3,150,000",1997,,,,,https://riyasewana.com/buy/toyota-corolla-elephant-sale-ratnapura-10894004,6,li,"Toyota Corolla Elephant Back 1997 Car Ratnapura Rs. 3,150,000 170499 (km) 2025-12-14",3150000
Tata NANO 2016 Car,"Rs. 2,285,000",2016,,,,,https://riyasewana.com/buy/tata-nano-sale-homagama-10894000,6,li,"Tata NANO 2016 Car Homagama Rs. 2,285,000 154598 (km) 2025-12-14",2285000
Toyota AQUA 2012 Car,"Rs. 7,375,000",2012,,,,,https://riyasewana.com/buy/toyota-aqua-sale-homagama-10893999,6,li,"Toyota AQUA 2012 Car Homagama Rs. 7,375,000 279000 (km) 2025-12-14",7375000
Suzuki Alto Sports 2015 Car,"Rs. 3,755,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-sports-sale-gampaha-10893996,6,li,"Suzuki Alto Sports 2015 Car Gampaha Rs. 3,755,000 2025-12-14",3755000
Suzuki WAGON R FZ 2014 Car,"Rs. 5,690,000",2014,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10893988,6,li,"Suzuki WAGON R FZ 2014 Car Malabe Rs. 5,690,000 84000 (km) 2025-12-14",5690000
Honda FIT GP5 2014 Car,"Rs. 8,200,000",2014,,,,,https://riyasewana.com/buy/honda-fit-gp5-sale-boralesgamuwa-10872901,7,li,"Honda FIT GP5 2014 Car Boralesgamuwa Rs. 8,200,000 58200 (km) 2025-12-10",8200000
Honda Civic FD3 2008 Car,"Rs. 6,790,000",2008,,,,,https://riyasewana.com/buy/honda-civic-fd3-sale-kottawa-10882217,7,li,"Honda Civic FD3 2008 Car Kottawa Rs. 6,790,000 301000 (km) 2025-12-12",6790000
Daihatsu Mira L SA3 Import 2024 Car,"Rs. 5,950,000",2024,,,,,https://riyasewana.com/buy/daihatsu-mira-l-sale-colombo-10890732,7,li,"Daihatsu Mira L SA3 Import 2024 Car Colombo Rs. 5,950,000 5000 (km) 2025-12-14",5950000
Toyota Axio 2015 Car,"Rs. 10,600,000",2015,,,,,https://riyasewana.com/buy/toyota-axio-sale-malabe-10886276,7,li,"Toyota Axio 2015 Car Malabe Rs. 10,600,000 127000 (km) 2025-12-13",10600000
Toyota Corolla Dx Wagon 1985 Car,"Rs. 1,050,000",1985,,,,,https://riyasewana.com/buy/toyota-corolla-dx-sale-kurunegala-10893986,7,li,"Toyota Corolla Dx Wagon 1985 Car Kurunegala Rs. 1,050,000 214523 (km) 2025-12-14",1050000
Zotye Z100 2016 Car,"Rs. 2,975,000",2016,,,,,https://riyasewana.com/buy/zotye-z100-sale-kalutara-10893982,7,li,"Zotye Z100 2016 Car Kalutara Rs. 2,975,000 91000 (km) 2025-12-14",2975000
Honda Freed 2012 Car,"Rs. 3,000,000",2012,,,,,https://riyasewana.com/buy/honda-freed-sale-kalutara-10893976,7,li,"Honda Freed 2012 Car Kalutara Rs. 3,000,000 197000 (km) 2025-12-14",3000000
Suzuki ALTO 2015 Car,"Rs. 3,975,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-homagama-10893975,7,li,"Suzuki ALTO 2015 Car Homagama Rs. 3,975,000 225000 (km) 2025-12-14",3975000
Nissan March 1997 Car,"Rs. 2,645,000",1997,,,,,https://riyasewana.com/buy/nissan-march-sale-panadura-10893973,7,li,"Nissan March 1997 Car Panadura Rs. 2,645,000 2025-12-14",2645000
Suzuki Swift Rs Turbo 2017 Car,"Rs. 8,475,000",2017,,,,,https://riyasewana.com/buy/suzuki-swift-rs-sale-maharagama-10893972,7,li,"Suzuki Swift Rs Turbo 2017 Car Maharagama Rs. 8,475,000 85000 (km) 2025-12-14",8475000
Honda Civic ES8 2001 Car,"Rs. 5,390,000",2001,,,,,https://riyasewana.com/buy/honda-civic-es8-sale-piliyandala-10893971,7,li,"Honda Civic ES8 2001 Car Piliyandala Rs. 5,390,000 172000 (km) 2025-12-14",5390000
Suzuki Wagon R Fz Safety 2015 Car,"Rs. 5,575,000",2015,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kaduwela-10893968,7,li,"Suzuki Wagon R Fz Safety 2015 Car Kaduwela Rs. 5,575,000 95700 (km) 2025-12-14",5575000
Zotye Z100 2016 Car,"Rs. 3,195,000",2016,,,,,https://riyasewana.com/buy/zotye-z100-sale-panadura-10893966,7,li,"Zotye Z100 2016 Car Panadura Rs. 3,195,000 2025-12-14",3195000
Toyota Aqua S Grade 2012 Car,"Rs. 7,150,000",2012,,,,,https://riyasewana.com/buy/toyota-aqua-s-sale-matara-10893964,7,li,"Toyota Aqua S Grade 2012 Car Matara Rs. 7,150,000 170000 (km) 2025-12-14",7150000
Suzuki MARUTI ZEN 2006 Car,,2006,,,,,https://riyasewana.com/buy/suzuki-maruti-zen-sale-homagama-10893962,7,li,Suzuki MARUTI ZEN 2006 Car Homagama Negotiable 135704 (km) 2025-12-14,0
Suzuki WAGON R FX 2017 Car,"Rs. 6,250,000",2017,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10893960,7,li,"Suzuki WAGON R FX 2017 Car Malabe Rs. 6,250,000 132000 (km) 2025-12-14",6250000
Toyota Aqua X Urban 2015 Car,"Rs. 8,650,000",2015,,,,,https://riyasewana.com/buy/toyota-aqua-x-sale-kurunegala-10893953,7,li,"Toyota Aqua X Urban 2015 Car Kurunegala Rs. 8,650,000 150000 (km) 2025-12-14",8650000
Nissan Y Y10 1997 Car,"Rs. 2,390,000",1997,,,,,https://riyasewana.com/buy/nissan-y-y10-sale-negombo-10893951,7,li,"Nissan Y Y10 1997 Car Negombo Rs. 2,390,000 200000 (km) 2025-12-14",2390000
Suzuki Alto 2011 Car,"Rs. 3,100,000",2011,,,,,https://riyasewana.com/buy/suzuki-alto-sale-galle-10893949,7,li,"Suzuki Alto 2011 Car Galle Rs. 3,100,000 2025-12-14",3100000
Mitsubishi LANCER CK2A 1999 Car,"Rs. 5,175,000",1999,,,,,https://riyasewana.com/buy/mitsubishi-lancer-ck2a-sale-homagama-10893948,7,li,"Mitsubishi LANCER CK2A 1999 Car Homagama Rs. 5,175,000 176000 (km) 2025-12-14",5175000
Datsun Redi-GO 2016 Car,"Rs. 3,295,000",2016,,,,,https://riyasewana.com/buy/datsun-redi-go-sale-panadura-10893945,7,li,"Datsun Redi-GO 2016 Car Panadura Rs. 3,295,000 2025-12-14",3295000
Suzuki Alto 2007 Car,"Rs. 2,625,000",2007,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kandy-10893944,7,li,"Suzuki Alto 2007 Car Kandy Rs. 2,625,000 152000 (km) 2025-12-14",2625000
Suzuki WAGON R 2017 Car,"Rs. 7,085,000",2017,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-homagama-10893937,7,li,"Suzuki WAGON R 2017 Car Homagama Rs. 7,085,000 158000 (km) 2025-12-14",7085000
Toyota Allion 240 2006 Car,"Rs. 7,500,000",2006,,,,,https://riyasewana.com/buy/toyota-allion-240-sale-negombo-10893933,7,li,"Toyota Allion 240 2006 Car Negombo Rs. 7,500,000 195000 (km) 2025-12-14",7500000
Daihatsu Taft 2023 Car,"Rs. 8,650,000",2023,,,,,https://riyasewana.com/buy/daihatsu-taft-sale-colombo-10893932,7,li,"Daihatsu Taft 2023 Car Colombo Rs. 8,650,000 30000 (km) 2025-12-14",8650000
Suzuki Wagon R Stingray 2015 Car,"Rs. 6,000,000",2015,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10893931,7,li,"Suzuki Wagon R Stingray 2015 Car Colombo Rs. 6,000,000 125000 (km) 2025-12-14",6000000
Honda CIVIC 2010 Car,"Rs. 7,475,000",2010,,,,,https://riyasewana.com/buy/honda-civic-sale-homagama-10893930,7,li,"Honda CIVIC 2010 Car Homagama Rs. 7,475,000 187000 (km) 2025-12-14",7475000
Toyota Prius 2009 Car,"Rs. 8,995,000",2009,,,,,https://riyasewana.com/buy/toyota-prius-sale-panadura-10893929,7,li,"Toyota Prius 2009 Car Panadura Rs. 8,995,000 2025-12-14",8995000
Toyota Corolla AE80 1987 Car,"Rs. 1,250,000",1987,,,,,https://riyasewana.com/buy/toyota-corolla-ae80-sale-malabe-10893928,7,li,"Toyota Corolla AE80 1987 Car Malabe Rs. 1,250,000 1 (km) 2025-12-14",1250000
Toyota Corolla 121 2000 Car,"Rs. 6,200,000",2000,,,,,https://riyasewana.com/buy/toyota-corolla-121-sale-kurunegala-10893927,7,li,"Toyota Corolla 121 2000 Car Kurunegala Rs. 6,200,000 1234 (km) 2025-12-14",6200000
Toyota Roomy Custom GT Turbo 2023 Car,"Rs. 10,950,000",2023,,,,,https://riyasewana.com/buy/toyota-roomy-custom-sale-colombo-10893926,7,li,"Toyota Roomy Custom GT Turbo 2023 Car Colombo Rs. 10,950,000 10000 (km) 2025-12-14",10950000
Toyota Aqua Urban S 2015 Car,,2015,,,,,https://riyasewana.com/buy/toyota-aqua-urban-sale-gampaha-10893925,7,li,Toyota Aqua Urban S 2015 Car Gampaha Negotiable 122 (km) 2025-12-14,0
Suzuki Swift 2004 Car,"Rs. 4,300,000",2004,,,,,https://riyasewana.com/buy/suzuki-swift-sale-minuwangoda-10893919,7,li,"Suzuki Swift 2004 Car Minuwangoda Rs. 4,300,000 154000 (km) 2025-12-14",4300000
Suzuki Wagon R Fz Safety 2015 Car,"Rs. 5,580,000",2015,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-10893916,7,li,"Suzuki Wagon R Fz Safety 2015 Car Kurunegala Rs. 5,580,000 90000 (km) 2025-12-14",5580000
Micro Panda 2017 Car,"Rs. 3,895,000",2017,,,,,https://riyasewana.com/buy/micro-panda-sale-panadura-10893914,7,li,"Micro Panda 2017 Car Panadura Rs. 3,895,000 2025-12-14",3895000
Nissan SunnyFB13 1997 Car,"Rs. 2,500,000",1997,,,,,https://riyasewana.com/buy/nissan-sunnyfb13-sale-kadawatha-10893913,7,li,"Nissan SunnyFB13 1997 Car Kadawatha Rs. 2,500,000 2025-12-14",2500000
Suzuki Alto K10 2015 Car,"Rs. 4,500,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-k10-sale-anuradapura-10893911,7,li,"Suzuki Alto K10 2015 Car Anuradapura Rs. 4,500,000 97000 (km) 2025-12-14",4500000
Toyota Aqua 2012 Car,"Rs. 7,175,000",2012,,,,,https://riyasewana.com/buy/toyota-aqua-sale-galle-10893907,7,li,"Toyota Aqua 2012 Car Galle Rs. 7,175,000 192000 (km) 2025-12-14",7175000
Toyota Yaris 2008 Car,"Rs. 6,500,000",2008,,,,,https://riyasewana.com/buy/toyota-yaris-sale-colombo-10893906,7,li,"Toyota Yaris 2008 Car Colombo Rs. 6,500,000 143000 (km) 2025-12-14",6500000
