Title,Price,Year,Fuel,Engine,Transmission,Posted,URL,Page,Source,Full_Text,Price_Numeric
Suzuki Maruti 2011 Car,,2011,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-mirigama-10893550,10,li,Suzuki Maruti 2011 Car Mirigama Negotiable 96000 (km) 2025-12-14,0
Toyota VITZ 2ND EDITION SAFETY 2018 Car,"Rs. 8,375,000",2018,,,,,https://riyasewana.com/buy/toyota-vitz-2nd-sale-katunayake-10893547,10,li,"Toyota VITZ 2ND EDITION SAFETY 2018 Car Katunayake Rs. 8,375,000 79500 (km) 2025-12-14",8375000
Suzuki Alto Japan 2015 Car,,2015,,,,,https://riyasewana.com/buy/suzuki-alto-japan-sale-pannipitiya-10893546,10,li,Suzuki Alto Japan 2015 Car Pannipitiya Negotiable 150000 (km) 2025-12-14,0
Micro Panda 2014 Car,"Rs. 2,995,000",2014,,,,,https://riyasewana.com/buy/micro-panda-sale-gampaha-10893539,10,li,"Micro Panda 2014 Car Gampaha Rs. 2,995,000 45000 (km) 2025-12-14",2995000
Daihatsu TAFT G GRADE 2023 Car,"Rs. 8,225,000",2023,,,,,https://riyasewana.com/buy/daihatsu-taft-g-sale-horana-10893538,10,li,"Daihatsu TAFT G GRADE 2023 Car Horana Rs. 8,225,000 14580 (km) 2025-12-14",8225000
Micro Panda 2015 Car,"Rs. 3,070,000",2015,,,,,https://riyasewana.com/buy/micro-panda-sale-galle-10893537,10,li,"Micro Panda 2015 Car Galle Rs. 3,070,000 78000 (km) 2025-12-14",3070000
BMW E39 520i 1998 Car,"Rs. 6,300,000",1998,,,,,https://riyasewana.com/buy/bmw-e39-520i-sale-malabe-10893531,10,li,"BMW E39 520i 1998 Car Malabe Rs. 6,300,000 48000 (km) 2025-12-14",6300000
Nissan Trad Sunny HB12 1987 Car,"Rs. 1,700,000",1987,,,,,https://riyasewana.com/buy/nissan-trad-sunny-sale-kurunegala-10893524,10,li,"Nissan Trad Sunny HB12 1987 Car Kurunegala Rs. 1,700,000 220000 (km) 2025-12-14",1700000
Suzuki Swift Centre Antenna 2004 Car,"Rs. 3,975,000",2004,,,,,https://riyasewana.com/buy/suzuki-swift-centre-sale-battaramulla-10893515,10,li,"Suzuki Swift Centre Antenna 2004 Car Battaramulla Rs. 3,975,000 182000 (km) 2025-12-14",3975000
Honda CIVIC ES1 2004 Car,"Rs. 5,500,000",2004,,,,,https://riyasewana.com/buy/honda-civic-es1-sale-homagama-10893514,10,li,"Honda CIVIC ES1 2004 Car Homagama Rs. 5,500,000 250000 (km) 2025-12-14",5500000
Toyota Vitz 2016 Car,"Rs. 6,800,000",2016,,,,,https://riyasewana.com/buy/toyota-vitz-sale-kiribathgoda-10893510,10,li,"Toyota Vitz 2016 Car Kiribathgoda Rs. 6,800,000 121000 (km) 2025-12-14",6800000
Suzuki Wagon R Hybrid 2024 Car,"Rs. 7,450,000",2024,Hybrid,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-ragama-10893504,10,li,"Suzuki Wagon R Hybrid 2024 Car Ragama Rs. 7,450,000 3000 (km) 2025-12-14",7450000
Toyota Vitz Safety Edition 2017 Car,"Rs. 7,450,000",2017,,,,,https://riyasewana.com/buy/toyota-vitz-safety-sale-colombo-10893503,10,li,"Toyota Vitz Safety Edition 2017 Car Colombo Rs. 7,450,000 99000 (km) 2025-12-14",7450000
Suzuki Alto 2015 Car,"Rs. 3,925,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-matugama-10893493,10,li,"Suzuki Alto 2015 Car Matugama Rs. 3,925,000 87652 (km) 2025-12-14",3925000
Hyundai Accent 2001 Car,"Rs. 875,000",2001,,,,,https://riyasewana.com/buy/hyundai-accent-sale-homagama-10893489,10,li,"Hyundai Accent 2001 Car Homagama Rs. 875,000 2025-12-14",875000
Nissan FB15 Super Saloon 2000 Car,"Rs. 4,350,000",2000,,,,,https://riyasewana.com/buy/nissan-fb15-super-sale-pannala-10893488,10,li,"Nissan FB15 Super Saloon 2000 Car Pannala Rs. 4,350,000 170000 (km) 2025-12-14",4350000
Daihatsu Mira X Limited 2025 Car,"Rs. 7,050,000",2025,,,,,https://riyasewana.com/buy/daihatsu-mira-x-sale-kadawatha-10893480,10,li,"Daihatsu Mira X Limited 2025 Car Kadawatha Rs. 7,050,000 2000 (km) 2025-12-14",7050000
Tata Indica 2004 Car,"Rs. 1,800,000",2004,,,,,https://riyasewana.com/buy/tata-indica-sale-malabe-10893478,10,li,"Tata Indica 2004 Car Malabe Rs. 1,800,000 1150000 (km) 2025-12-14",1800000
Toyota Roomy Custom GT 2023 Car,"Rs. 11,490,000",2023,,,,,https://riyasewana.com/buy/toyota-roomy-custom-sale-colombo-10893477,10,li,"Toyota Roomy Custom GT 2023 Car Colombo Rs. 11,490,000 22000 (km) 2025-12-14",11490000
Suzuki Alto K10 2015 Car,"Rs. 4,190,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-k10-sale-ratnapura-10893475,10,li,"Suzuki Alto K10 2015 Car Ratnapura Rs. 4,190,000 117350 (km) 2025-12-14",4190000
Peugeot 406 2003 Car,"Rs. 2,975,000",2003,,,,,https://riyasewana.com/buy/peugeot-406-sale-homagama-10893473,10,li,"Peugeot 406 2003 Car Homagama Rs. 2,975,000 1234 (km) 2025-12-14",2975000
Suzuki Maruti 800 2011 Car,"Rs. 2,350,000",2011,,,,,https://riyasewana.com/buy/suzuki-maruti-800-sale-piliyandala-10893469,10,li,"Suzuki Maruti 800 2011 Car Piliyandala Rs. 2,350,000 117000 (km) 2025-12-14",2350000
Nissan March K11 1997 Car,"Rs. 550,000",1997,,,,,https://riyasewana.com/buy/nissan-march-k11-sale-dehiwala-mount-lavinia-10893468,10,li,"Nissan March K11 1997 Car Dehiwala-Mount-Lavinia Rs. 550,000 89000 (km) 2025-12-14",550000
