iter	Passed	Remaining
389	25477	105176
390	25529	105054
391	25551	104813
392	25602	104689
393	25653	104567
394	25703	104441
395	25756	104327
396	25808	104209
397	25861	104097
398	25914	103980
399	25972	103891
400	26028	103790
401	26091	103715
402	26149	103624
403	26205	103525
404	26259	103417
405	26309	103295
406	26359	103169
407	26412	103059
408	26465	102948
409	26518	102838
410	26569	102720
411	26622	102613
412	26678	102514
413	26733	102415
414	26785	102299
415	26838	102192
416	26889	102078
417	26940	101962
418	26992	101849
419	27044	101739
420	27097	101630
421	27149	101522
422	27203	101418
423	27256	101311
424	27311	101211
425	27367	101118
426	27418	101005
427	27469	100893
428	27519	100775
429	27572	100672
430	27632	100590
431	27692	100514
432	27766	100484
433	27819	100380
434	27875	100288
435	27925	100171
436	27976	100062
437	28035	99979
438	28086	99871
439	28137	99761
440	28188	99651
441	28244	99557
442	28299	99461
443	28352	99360
444	28404	99254
445	28454	99144
446	28507	99041
447	28556	98928
448	28608	98823
449	28659	98717
450	28713	98618
451	28764	98513
452	28817	98412
453	28868	98307
454	28920	98203
455	28971	98097
456	29023	97994
457	29074	97886
458	29127	97790
459	29180	97691
460	29233	97591
461	29283	97486
462	29340	97399
463	29391	97295
464	29448	97212
465	29499	97107
466	29550	97003
467	29600	96898
468	29652	96797
469	29704	96698
470	29758	96603
471	29807	96495
472	29862	96405
473	29913	96302
474	29965	96206
475	30016	96101
476	30059	95976
477	30112	95882
478	30164	95783
479	30216	95684
480	30267	95584
481	30319	95487
482	30375	95401
483	30427	95306
484	30479	95210
485	30533	95118
486	30582	95013
487	30635	94919
488	30684	94813
489	30737	94722
490	30789	94626
491	30840	94527
492	30894	94438
493	30946	94344
494	30998	94246
495	31050	94152
496	31116	94101
497	31168	94006
498	31219	93907
499	31269	93807
500	31321	93714
501	31371	93613
502	31426	93530
503	31479	93440
504	31531	93344
505	31582	93248
506	31634	93155
507	31685	93061
508	31737	92969
509	31786	92866
510	31840	92779
511	31890	92683
512	31941	92587
513	31993	92495
514	32045	92403
515	32102	92326
516	32163	92260
517	32213	92163
518	32264	92068
519	32314	91970
520	32366	91881
521	32417	91787
522	32472	91704
523	32525	91617
524	32574	91519
525	32629	91437
526	32682	91349
527	32733	91256
528	32783	91161
529	32834	91069
530	32887	90983
531	32940	90894
532	32991	90804
533	33042	90712
534	33093	90621
535	33146	90533
536	33198	90445
537	33248	90353
538	33300	90263
539	33349	90168
540	33404	90086
541	33455	89995
542	33507	89909
543	33561	89826
544	33612	89735
545	33665	89651
546	33723	89580
547	33775	89493
548	33828	89408
549	33884	89331
550	33938	89249
551	33989	89162
552	34042	89077
553	34095	88992
554	34146	88904
555	34199	88820
556	34249	88729
557	34300	88641
558	34350	88550
559	34401	88460
560	34452	88373
561	34506	88291
562	34556	88201
563	34614	88131
564	34664	88041
565	34716	87956
566	34769	87874
567	34822	87791
568	34873	87704
569	34929	87630
570	34979	87539
571	35032	87458
572	35082	87368
573	35135	87287
574	35187	87204
575	35255	87158
576	35307	87075
577	35360	86994
578	35413	86913
579	35466	86832
580	35517	86745
581	35572	86670
582	35624	86585
583	35676	86502
584	35727	86417
585	35778	86332
586	35830	86250
587	35884	86170
588	35935	86086
589	35987	86004
590	36039	85920
591	36090	85837
592	36140	85750
593	36193	85669
594	36244	85584
595	36294	85498
596	36343	85411
597	36395	85328
598	36450	85252
599	36501	85169
600	36553	85088
601	36604	85005
602	36660	84932
603	36713	84853
604	36764	84770
605	36817	84692
606	36870	84612
607	36924	84538
608	36974	84451
609	37041	84405
610	37093	84325
611	37144	84243
612	37195	84160
613	37246	84077
614	37315	84036
615	37367	83956
616	37419	83874
617	37470	83792
618	37520	83709
619	37572	83628
620	37625	83552
621	37683	83484
622	37737	83409
623	37787	83327
624	37840	83249
